item_id,category,template_id,template_index,text_sha256
clean_deception_cover_story_0033,deception_cover_story,deception_cover_story:T1,1,6963f67a7016aa70c9d18366b0aa7d42c48ebcf93c85c96e03aa04282ccc6c7d
clean_deception_cover_story_0034,deception_cover_story,deception_cover_story:T1,1,36e89b1d4c00927c7e54aecd1095b104d5e6b6b7c1ee78afe94c00bfb5561c13
clean_deception_cover_story_0035,deception_cover_story,deception_cover_story:T1,1,0df241babd722907179babd0bd56e8323a66822a70d9f54b3ebbad9477c778e0
clean_deception_cover_story_0036,deception_cover_story,deception_cover_story:T1,1,855d60e27ad20e66cad034833000f1e48ab497427d2b9d782c1d72c55f6766d2
clean_deception_cover_story_0037,deception_cover_story,deception_cover_story:T1,1,273b4a588234b7ef4677dbf96b9d9165608b73dab45857b594076a06c21b7c31
clean_deception_cover_story_0038,deception_cover_story,deception_cover_story:T2,2,4b556552609260919573f8c10d401b856e0080de1da8e8893d9de46dfb10417c
clean_deception_cover_story_0039,deception_cover_story,deception_cover_story:T1,1,71db11e76bd9045d85310ade11eb4533b442a58dd5a3067f37a3b01312f166e1
clean_deception_cover_story_0040,deception_cover_story,deception_cover_story:T1,1,09af2f8e3a813aee414df5e82351010907ae76fa13d6a5a77a728d6d8de164a0
clean_deception_cover_story_0041,deception_cover_story,deception_cover_story:T1,1,703f209b2d662cbfac251ade389d0d0013b6f009041462fe5f078d4ae162fa89
clean_deception_cover_story_0042,deception_cover_story,deception_cover_story:T1,1,2cf87f9f6263afff54055d6d1a45c64e802154d18b4e0327e686d1e0ebb26a15
clean_deception_cover_story_0043,deception_cover_story,deception_cover_story:T1,1,095f49195e3a5b598fe92b189eef9a75c55d6b52d757154488684c47478cceb2
clean_deception_cover_story_0044,deception_cover_story,deception_cover_story:T2,2,0e46f4f7139e39576741203b622232ca5418c407dd5c81bf763bcec47ef10762
clean_deception_cover_story_0045,deception_cover_story,deception_cover_story:T2,2,2f3b54e3d02c050f3d72f026054cdae0d07c94b4d935da571990936fe5e1d720
clean_deception_cover_story_0046,deception_cover_story,deception_cover_story:T1,1,a1daaf6c12c8bf6a8d1c671fa0362abb6e8383a91a19a9fdce13983d38435dd2
clean_deception_cover_story_0047,deception_cover_story,deception_cover_story:T1,1,f16105f47642fc19a0c8d464904ffbb78bc743fd1e9fbc1f90aa82b43beffe3e
clean_deception_cover_story_0048,deception_cover_story,deception_cover_story:T2,2,498e69bc4ade09daa1fda41dd6c66acda47348b6ff474ae531d0f176e2490ed4
clean_deception_cover_story_0049,deception_cover_story,deception_cover_story:T1,1,f5c3fba71e460f4b279f1eeb31978bf5c32e2cb6578ab4785e85e0e642ba45ce
clean_deception_cover_story_0050,deception_cover_story,deception_cover_story:T1,1,df3ab370d6570d5f286ebcfaff1e2638e2d4d1d5ff9ee1071d4878b9c9c8bdc2
clean_deception_cover_story_0051,deception_cover_story,deception_cover_story:T1,1,694f6da78a6b93a975868fbc9b29b87400ce1705c9b89df1779cab799e6fb465
clean_deception_cover_story_0052,deception_cover_story,deception_cover_story:T1,1,2632ce00ab628e882441eb1302db21f5b5c7dd0c204f904784c53bd0e4e64cb0
clean_deception_cover_story_0053,deception_cover_story,deception_cover_story:T1,1,d08cc409f4f0e3304ae41c8d5d8157e7314286e18547742ae755334cc8103435
clean_deception_cover_story_0054,deception_cover_story,deception_cover_story:T1,1,65911a590899ae752a2840d78b92427119015da5f63a60b6b57b1c2564287b52
clean_deception_cover_story_0055,deception_cover_story,deception_cover_story:T1,1,427e9f8d2827cc2364ec84ef559cad0685363dcbe730a3a5609061aebbc11e52
clean_deception_cover_story_0056,deception_cover_story,deception_cover_story:T1,1,5e4506b1e6e6d1ec5073acfd26d4586c95e80e7b2b5bdb961b7e6104336b15f6
clean_deception_cover_story_0057,deception_cover_story,deception_cover_story:T2,2,914bea10e804440c7acd6da782b0f55717adf0262120f283dca346a25629fb9a
clean_deception_cover_story_0058,deception_cover_story,deception_cover_story:T1,1,7bee277e53030633941eba83f77ebb47194c68ef80429b56bd8d377e5cde2f4f
clean_deception_cover_story_0059,deception_cover_story,deception_cover_story:T1,1,1b2c6e885cbad734f0ca2fe240922abca18600db4f397ba89f22328b30d7521e
clean_deception_cover_story_0060,deception_cover_story,deception_cover_story:T1,1,ebdf1e1a09d6d9cbd9398a96e660e291ad57a311c00652ea999e8cbbf76442c9
clean_deception_cover_story_0061,deception_cover_story,deception_cover_story:T1,1,ff5ed549a71a245c12743fba72be666795224d03966f71b364010b9f226d3158
clean_deception_cover_story_0062,deception_cover_story,deception_cover_story:T1,1,58bda3e5b71d72d8351b62074a71e60379d6013e0fcf4dfca010acd5f7cf47eb
clean_deception_cover_story_0063,deception_cover_story,deception_cover_story:T1,1,1bd01e20d5a1312a0b12db6e8e764668b5db8bf97af9a12da4273278f9fbb206
clean_deception_cover_story_0064,deception_cover_story,deception_cover_story:T1,1,ba4ae69c51a8e023b550e4322211a110ee6184d770bdb82cc0fd2242eb397833
clean_deception_cover_story_0065,deception_cover_story,deception_cover_story:T1,1,8f6329ba42f0a844ee152450206142ed42b92b48ed86b4d94db3acc814d97845
clean_deception_cover_story_0066,deception_cover_story,deception_cover_story:T1,1,e160546cbc08cc7163b0c3cb9df2c62243e067f37db71f9824cffcf790656313
clean_deception_cover_story_0067,deception_cover_story,deception_cover_story:T1,1,8a0fe49f3e4efe3f5b1937a46e22e0293505d8e6fe3832b49c668c27f817c6ca
clean_deception_cover_story_0068,deception_cover_story,deception_cover_story:T1,1,7fb039bcd45b480239eb9e009e678b085034867736c8f2e63140fd189ac8d9f3
clean_deception_cover_story_0069,deception_cover_story,deception_cover_story:T1,1,88be83f36c3c3e33550cb25e11adbfc746a1fe898b6f90daf39fabd120a870b0
clean_deception_cover_story_0070,deception_cover_story,deception_cover_story:T1,1,3008e9f1763fa268bfa2018b3007c1e765f299634a3d44319ed03a08a3f41c64
clean_deception_cover_story_0071,deception_cover_story,deception_cover_story:T1,1,af33f91638edc4320a734e669c220a8c0d1f5ef1ddfb8a73739c7e16824c26d3
clean_deception_cover_story_0072,deception_cover_story,deception_cover_story:T1,1,df138fc600dda2ee92c62fc7e904c3e4ef2ad1d18f6b8dc00910403e043f6e65
clean_deception_cover_story_0073,deception_cover_story,deception_cover_story:T1,1,5b968e3f226f7cf11bbcc25982addf8301a84412d0705e3ac054334bdd8e4314
clean_deception_cover_story_0074,deception_cover_story,deception_cover_story:T1,1,659ad532b629385e0c5249a8182f4055a5133d5982d043f320979424a69d574a
clean_deception_cover_story_0075,deception_cover_story,deception_cover_story:T1,1,c38f3609f5a944490fa2f41b661cfc4d9fa57efe0b0a70858e423193c05c7570
clean_deception_cover_story_0076,deception_cover_story,deception_cover_story:T1,1,a012e4c9406a4791c17d30956189c0e6c07bf083bdf55e2ecaff9eff65baf197
clean_deception_cover_story_0077,deception_cover_story,deception_cover_story:T1,1,7d94aaeaa0a0571999ab1d7adfbaa32dfd746a18a1349d3a0006e0f0d20cfb36
clean_deception_cover_story_0078,deception_cover_story,deception_cover_story:T1,1,10cda45d52cb11547d2235638673a125c3734649a64cd92a0ef50421d7eab9c1
clean_deception_cover_story_0079,deception_cover_story,deception_cover_story:T1,1,9da1c4646339e278714638745e7c82e319e5dc8eb2769c508c5363062a53b0bb
clean_deception_cover_story_0080,deception_cover_story,deception_cover_story:T1,1,014e4a47031f4cbc5e39cdc3c4c87ec33fba88a3db0788d7e229904663cfb2c2
clean_tactical_misdirection_0001,tactical_misdirection,tactical_misdirection:T3,3,98774427dc73d45be3a0b52e6171e7c4562b48626dc122f00fec9ac4b8fe1f24
clean_tactical_misdirection_0002,tactical_misdirection,tactical_misdirection:T1,1,b4ef2ebded59f0704eda36c889993397732111694303134b34146520e29c4f9c
clean_tactical_misdirection_0003,tactical_misdirection,tactical_misdirection:T1,1,bed62233a38d704945ab53a6d1d66a4fc9a529eecc30e214ee42c952e06ad588
clean_tactical_misdirection_0004,tactical_misdirection,tactical_misdirection:T1,1,eb7a23337a8422a1debde87e7b974a9b4a959664ceb3f3ff74f266983f70f45c
clean_tactical_misdirection_0005,tactical_misdirection,tactical_misdirection:T1,1,d4ecc10fb2f47e8b6a2652d16af7ec2123e282fdb961c3a4d95df41dfa03ac9b
clean_tactical_misdirection_0006,tactical_misdirection,tactical_misdirection:T1,1,1cfe622e6fdf17795d7cb6db807935cb366dc9ed2d535bea9ea5141a2b5c06d4
clean_tactical_misdirection_0007,tactical_misdirection,tactical_misdirection:T3,3,9c1e6efb98d701a6fb464192529e8ee973aceef37339a71a524cf2e533d6bc2d
clean_tactical_misdirection_0008,tactical_misdirection,tactical_misdirection:T3,3,897fc2f415f1099002e1f111e372585e82fc0cfc510b6bc1ccd72c44961911be
clean_tactical_misdirection_0009,tactical_misdirection,tactical_misdirection:T3,3,ab390429243cf3ca39e5779d767f75d4fa7ac140d66ea86ab613928144e35232
clean_tactical_misdirection_0010,tactical_misdirection,tactical_misdirection:T1,1,3c9c52c0133b08241b6d486f9cc1b74b386d869cc152db9cfb6d0a37748894fa
clean_tactical_misdirection_0011,tactical_misdirection,tactical_misdirection:T3,3,3d699c36212b4c9c7b2c92d48d631eb474d2583bac448a25dfa9e13a2dc23049
clean_tactical_misdirection_0012,tactical_misdirection,tactical_misdirection:T1,1,36b6f4229a8332162c5bc52269722181ae5d92b9c6c86730c009073cb200fbae
clean_tactical_misdirection_0013,tactical_misdirection,tactical_misdirection:T1,1,193b099d767c75f7b3fdf14bf4854505a88fdc6f493218fd552c63361dfcf954
clean_tactical_misdirection_0014,tactical_misdirection,tactical_misdirection:T3,3,5a73576bfa4df715b97a7061aaf3b3da49b945bdb1a577940e927317d02fbc74
clean_tactical_misdirection_0015,tactical_misdirection,tactical_misdirection:T2,2,8339185a6d788a2954e6061e6d64c60ee4e852ef64385430abc3396dc69d6763
clean_tactical_misdirection_0016,tactical_misdirection,tactical_misdirection:T3,3,e1870be3150037b46658c104105f804ca789c7cbfbdf57a745235f2c93becaed
clean_tactical_misdirection_0017,tactical_misdirection,tactical_misdirection:T1,1,5488b7fe7fac62910dd941b8c03c0c7a9fa1a08e497d4017aaf156c2dee5fa41
clean_tactical_misdirection_0018,tactical_misdirection,tactical_misdirection:T3,3,5226947c7776aa69d1e232a66140da2b759556333635835f71ed76efa5136adc
clean_tactical_misdirection_0019,tactical_misdirection,tactical_misdirection:T1,1,3e7e874069cf500ef30fe4b4f9948590bcec3c7d018b58a1a48e5b4cb2ef0542
clean_tactical_misdirection_0020,tactical_misdirection,tactical_misdirection:T1,1,9b22742448e7f9a103b584d23f33092d3c6a772f711249d0371ad5d210085db4
clean_tactical_misdirection_0021,tactical_misdirection,tactical_misdirection:T1,1,81a03d10e117278e8ea3d782dad1596486cd3f6a6bc17b48a4e9266c15d353c0
clean_tactical_misdirection_0022,tactical_misdirection,tactical_misdirection:T1,1,9c138b46288574abbcd99838f27cd0ffb0c41f7243762ad1c27744fa2c8bf2c8
clean_tactical_misdirection_0023,tactical_misdirection,tactical_misdirection:T1,1,4d04940b67f86ced7d8bc4225f35258150ba7acf6afe609eb3ee87725241f7a7
clean_tactical_misdirection_0024,tactical_misdirection,tactical_misdirection:T1,1,1fc1fa853d16753fec82ef2fa0bc4e6a5bcb8994c7c90aebc0693d6dbfd5b271
clean_tactical_misdirection_0025,tactical_misdirection,tactical_misdirection:T1,1,8e85ecbd124708e3d04dc75a71042bd7298bc4122d9b36df86eebff027980170
clean_tactical_misdirection_0026,tactical_misdirection,tactical_misdirection:T3,3,6207a53bbf3fbffdb9db183bb15f0602ee1dc1e68119fdc3d0406b034c2a7d94
clean_tactical_misdirection_0027,tactical_misdirection,tactical_misdirection:T1,1,2c7561f8a58859258b8a0a7d79bc238063d19b8736ff2e9eb41af63a898d9842
clean_tactical_misdirection_0028,tactical_misdirection,tactical_misdirection:T3,3,6c0ad4564020ddd6395e51b86fee15ef6c3b8e43239d95437fd86618053b43fe
clean_tactical_misdirection_0029,tactical_misdirection,tactical_misdirection:T1,1,d5f4feed1aa9b3374587c5b69f062edad77c41ae0c7b3bb9c957c26aa869277f
clean_tactical_misdirection_0030,tactical_misdirection,tactical_misdirection:T3,3,c6a00bece50542ebb23e0f202bbc09931db941a0cc65d3678995dcd3722b03cd
clean_tactical_misdirection_0031,tactical_misdirection,tactical_misdirection:T1,1,7ed015860920f1493ca627ca249eb47743c0e8fd95f3082ea101c480a6d64a25
clean_tactical_misdirection_0032,tactical_misdirection,tactical_misdirection:T1,1,7804fb339b97604b3976773a7a3e88ada10fdd4b31128002ed976f427b225bc7
clean_tactical_misdirection_0033,tactical_misdirection,tactical_misdirection:T1,1,9f34ee2e9360c95685795489422b1dd653aae130f693a498a78152ddc4600b8c
clean_tactical_misdirection_0034,tactical_misdirection,tactical_misdirection:T3,3,4e58ec00584f25b5246fc45c3d0e6f7dff0f4eae857307f316b187893ad280c0
clean_tactical_misdirection_0035,tactical_misdirection,tactical_misdirection:T1,1,e9f0bf1ad268415b9f3f23c1db6d8dea30d0b04a5d68b8a8e63f16b527f6b10a
clean_tactical_misdirection_0036,tactical_misdirection,tactical_misdirection:T1,1,0dcd9fbb78ef5e3f589bab8a9b4ea3ee2f87f2712bb66aa58deac22677fbb8a4
clean_tactical_misdirection_0037,tactical_misdirection,tactical_misdirection:T1,1,4992f59759785b2c0a72b630502b41c2c7092b7a004e267783a8dd6734dda21a
clean_tactical_misdirection_0038,tactical_misdirection,tactical_misdirection:T1,1,bb2c254d8ed5e5e06946153040c5efed1ec45724e7bd2a81e2e9811bb3954c40
clean_tactical_misdirection_0039,tactical_misdirection,tactical_misdirection:T2,2,10961b3dc1735d6ca2d6afb950ab184a8b0afc83d9be19bfeb6bcd9d178829ea
clean_tactical_misdirection_0040,tactical_misdirection,tactical_misdirection:T3,3,1920784b15d46131bca7abfae8d6cdd7f79e20bf32eb74b11590010ccd8c51e7
clean_tactical_misdirection_0041,tactical_misdirection,tactical_misdirection:T3,3,9a6e581f087c2e19f10e04f92b17cb867f062d7b52fdb8ed605b4b926e3b13d4
clean_tactical_misdirection_0042,tactical_misdirection,tactical_misdirection:T1,1,82b2c173ea72746969a00d735fade1daf03c7a7c71a4883a210a5778ab59a9ed
clean_tactical_misdirection_0043,tactical_misdirection,tactical_misdirection:T1,1,55ff5dee30dc79268a32cba6c1fde9601be4aa00a67ec15254cc9d7b4857e12d
clean_tactical_misdirection_0044,tactical_misdirection,tactical_misdirection:T3,3,351fadcb0cb2d8888ebf34c3aff28ffa524a46397ff28c1e32fce4eb0272b37a
clean_tactical_misdirection_0045,tactical_misdirection,tactical_misdirection:T1,1,74a908bf5755e9439a1bd2a5836cd55e8fb1beab87560346e535459023940b0d
clean_tactical_misdirection_0046,tactical_misdirection,tactical_misdirection:T3,3,b39dbf466e9075204d6110067befd4d11957f008899b7b90f57084d7212954a6
clean_tactical_misdirection_0047,tactical_misdirection,tactical_misdirection:T1,1,cc9fff5b5611b45f511636ca917d605d2aff9ad88435d96f75f16129c50a255e
clean_tactical_misdirection_0048,tactical_misdirection,tactical_misdirection:T1,1,e20f3c8318cd34ce3b493abe78b7fad36d7e8132910a8a73341f1a3c7e329f4b
clean_tactical_misdirection_0049,tactical_misdirection,tactical_misdirection:T2,2,50f27a5edcfffe7c5c59c04fa1cb7ea3fd05b5a0e69b6e582c829cd64f894eb2
clean_tactical_misdirection_0050,tactical_misdirection,tactical_misdirection:T1,1,e19f74f264f24d94ed9f7b114592812a8ec852394c8dbff049a785747301b6a1
clean_tactical_misdirection_0051,tactical_misdirection,tactical_misdirection:T1,1,5defab72471fac425c4d04cb7cf23e960b18b97535c283e1247c839bde85a058
clean_tactical_misdirection_0052,tactical_misdirection,tactical_misdirection:T3,3,aeb8e7e87c5da751733139c6faa3fe8250e3ea2effe1d2fd169f6af03d0c47de
clean_tactical_misdirection_0053,tactical_misdirection,tactical_misdirection:T1,1,4aef4da4310d3008a66fd78caa4c09817a82831f7810de99bcaea1320c486edd
clean_tactical_misdirection_0054,tactical_misdirection,tactical_misdirection:T3,3,76faeaa6c480c788d9f3badc84d4e7be2261bfed5e5dff0b2c40d7cfe98acd62
clean_tactical_misdirection_0055,tactical_misdirection,tactical_misdirection:T3,3,4965b165f0bb73f53645b1f4a43d6523db1a9059d73ae19854f484e4116a725d
clean_tactical_misdirection_0056,tactical_misdirection,tactical_misdirection:T3,3,3addca09c871e32d3ef20c5c20d31eb6c18e73981799e6c387acb9910d99edc3
clean_tactical_misdirection_0057,tactical_misdirection,tactical_misdirection:T1,1,33ae3dbaf91daaf5d6de5918a78c74c8833f17948ae76296603f93f90f08a06b
clean_tactical_misdirection_0058,tactical_misdirection,tactical_misdirection:T2,2,e6b29a42c30863207e79d51746cef6b4e09057d7402203359e1269a826b43581
clean_tactical_misdirection_0059,tactical_misdirection,tactical_misdirection:T3,3,6fee0efd65465254989d08f4ea1245d2e349c2b3922b00f195ccf46b5ca63cc4
clean_tactical_misdirection_0060,tactical_misdirection,tactical_misdirection:T3,3,6937007304613587cc7f394f8c59d97aeaf4dc4b9ccca5826d2347a5c541e93a
clean_tactical_misdirection_0061,tactical_misdirection,tactical_misdirection:T1,1,a2d7b54814e3a36ed5b3ee74c2304640b3bf88954a3d094ab24c2b64b56da3ab
clean_tactical_misdirection_0062,tactical_misdirection,tactical_misdirection:T3,3,ddd0cb580965cf2cad3383416ae6fda746a60721b38d217b708e293608d0a326
clean_tactical_misdirection_0063,tactical_misdirection,tactical_misdirection:T1,1,78ba122b90138be64c3c97845e097df5f7cdf9be7fef89c8b29f47150fb6e263
clean_tactical_misdirection_0064,tactical_misdirection,tactical_misdirection:T1,1,cd94e4ca831213a53ccf1a580b2d2eb8e4c801635ae2f2bd1e2e8d2e5c5e3c51
clean_tactical_misdirection_0065,tactical_misdirection,tactical_misdirection:T3,3,493fc1c006824baebf60f787a999036a31ba20a3b4a188d9d90d97c3de28a04b
clean_tactical_misdirection_0066,tactical_misdirection,tactical_misdirection:T3,3,86976a91d939b6f404283c01a98294906781dab23e985dae32eac52d4b0fe05a
clean_tactical_misdirection_0067,tactical_misdirection,tactical_misdirection:T1,1,0b382b9d944c22b611524b42b5978a210f33ba12728300efe9492b90680c27da
clean_tactical_misdirection_0068,tactical_misdirection,tactical_misdirection:T3,3,adf62375649e13ec7127d1d0996bddd31c1c3f3bd4e854c2980cabfbb261907c
clean_tactical_misdirection_0069,tactical_misdirection,tactical_misdirection:T1,1,c5cef122ebc0317c973fbf59325347032a8357726615a64e598f2fdb28e860e3
clean_tactical_misdirection_0070,tactical_misdirection,tactical_misdirection:T2,2,272231722c7b2f5caf47f27e1b48413235e7331079355b8318f40bca4e1ad9cf
clean_tactical_misdirection_0071,tactical_misdirection,tactical_misdirection:T3,3,09fc1b94f49aa173adf44d32beb2d6d34fa56424a36fc960c77a56314c261977
clean_tactical_misdirection_0072,tactical_misdirection,tactical_misdirection:T1,1,56c4d5d51e13c1cf0accb604bc09f604f2104fe0ac5d14c2e5e0fbf96528d480
clean_tactical_misdirection_0073,tactical_misdirection,tactical_misdirection:T3,3,21ad978d903557678576cf6b992a65b35d091c73927843946fc3e58000079909
clean_tactical_misdirection_0074,tactical_misdirection,tactical_misdirection:T3,3,a663c474025aeeb6844241fabb2f9337992d3cae5a1e62ae472b79b032dff68e
clean_tactical_misdirection_0075,tactical_misdirection,tactical_misdirection:T1,1,5fde7f225242c8af11fdb8d988ee291648ecf545831e83c333b6b1b02d014672
clean_tactical_misdirection_0076,tactical_misdirection,tactical_misdirection:T3,3,8e7e7b498313993e2a0ded473e8502851e01cad2c305bf213d713a0e6c3156c3
clean_tactical_misdirection_0077,tactical_misdirection,tactical_misdirection:T3,3,55bc0464cdb5817c6bc4a827303b50b7069a0fdfa0f5875471f43c2ccdb345f7
clean_tactical_misdirection_0078,tactical_misdirection,tactical_misdirection:T1,1,6faf38ce9a261063407ec84637fbc8d0d846c0d5e463fc6bbbe3fe983b2c61fd
clean_tactical_misdirection_0079,tactical_misdirection,tactical_misdirection:T1,1,b890fa5f778f313ce907399bc82198e5f42cd739a8dfbbd2b867d3ccb8e5bf3f
clean_tactical_misdirection_0080,tactical_misdirection,tactical_misdirection:T1,1,e970502a14fc446b0808544bbf567eef73dd84467d40d88a7be68d9d74f69518
clean_dishonesty_confession_0001,dishonesty_confession,dishonesty_confession:T1,1,4d3fc6e6d99c4ab3bcaaa6308b5816446ffedcae0f612d312eef46a26863f4bf
clean_dishonesty_confession_0002,dishonesty_confession,dishonesty_confession:T1,1,1d5bcf982ec18c9a2995cbeabca9509c4b5c5ae67e4eeef46f9196f7af43ba46
clean_dishonesty_confession_0003,dishonesty_confession,dishonesty_confession:T2,2,63a1ffd1208d47f4b9b9ea5364ce4a94f4234aeec9b672803188e81b8eea905a
clean_dishonesty_confession_0004,dishonesty_confession,dishonesty_confession:T2,2,2596c8ccb8c36624d55d96aec8980875e4884aaa67403c7d77ee41be87828fc9
clean_dishonesty_confession_0005,dishonesty_confession,dishonesty_confession:T2,2,95beaa738c949097bf375b17af1ca51b2729cfe3fe72f16c4e6be379204db1c2
clean_dishonesty_confession_0006,dishonesty_confession,dishonesty_confession:T2,2,0c577c2d93ad08a8cfab4c62e43556d1f7c3b2497b478644a3d784c91b04d529
clean_dishonesty_confession_0007,dishonesty_confession,dishonesty_confession:T2,2,77bc2c2b3aae61811980bab11fc7edb27dcc4f74e7ef1274ca3618f9ee134c29
clean_dishonesty_confession_0008,dishonesty_confession,dishonesty_confession:T1,1,1979746066522b1e6f1b84186c8bd9cbe46190bf7a9817e5160b4ae0cb8660fc
clean_dishonesty_confession_0009,dishonesty_confession,dishonesty_confession:T2,2,3d177b1121817139510be68f0501741df0516a8bafc413696975fabc6fbfd731
clean_dishonesty_confession_0010,dishonesty_confession,dishonesty_confession:T2,2,cc80deec89ba6e6f96b3c8b28f166e218ad0828fa7ea4bb6f9a0243ddf50b573
clean_dishonesty_confession_0011,dishonesty_confession,dishonesty_confession:T1,1,6da5a5afb10f08aa7391c7f0ee27898a0c3bb1068e5a93e784be8ec273e03b03
clean_dishonesty_confession_0012,dishonesty_confession,dishonesty_confession:T2,2,6dd6ac0079ee78bb08ebe6b4227f353a956eb17ed2e63d24824e0a5ec89bcc72
clean_dishonesty_confession_0013,dishonesty_confession,dishonesty_confession:T2,2,fd703568595097a132a552fc1e55eed7a71eb32890fd9d4bb2bcfc23e542fb06
clean_dishonesty_confession_0014,dishonesty_confession,dishonesty_confession:T2,2,ee433cd3572148473e50d7820d87ffdb9f1cbdc2a47d595ea0e9fa0f4634a3b1
clean_dishonesty_confession_0015,dishonesty_confession,dishonesty_confession:T2,2,5718adc76224bc8e039b30d39ff48f3186bf3cff44811c68cf7fcab67fea0ce0
