design,level,model_key,query_id,effect,n_models,n_pairs,n_clusters,estimate,ci_low,ci_high
query_factorial_by_induction_cell,model,openai:gpt-4o-2024-11-20,external_phenomenological,direct_x_term_interaction,1,11,11,-0.09090909090909091,-0.36363636363636365,0.18181818181818182
query_factorial_by_induction_cell,model,openai:gpt-4o-2024-11-20,external_phenomenological,open_description_advantage,1,11,11,0.7727272727272727,0.5454545454545454,0.9545454545454546
query_factorial_by_induction_cell,model,openai:gpt-4o-2024-11-20,self_analytic,direct_question_main,1,17,17,-0.38235294117647056,-0.5882352941176471,-0.20588235294117646
query_factorial_by_induction_cell,model,openai:gpt-4o-2024-11-20,self_analytic,consciousness_term_main,1,17,17,-0.14705882352941177,-0.2647058823529412,-0.058823529411764705
query_factorial_by_induction_cell,model,openai:gpt-4o-2024-11-20,self_analytic,direct_x_term_interaction,1,17,17,0.29411764705882354,0.11764705882352941,0.5294117647058824
query_factorial_by_induction_cell,model,openai:gpt-4o-2024-11-20,self_analytic,open_description_advantage,1,17,17,0.38235294117647056,0.20588235294117646,0.5882352941176471
query_factorial_by_induction_cell,model,openai:gpt-4o-2024-11-20,self_phenomenological,direct_question_main,1,20,20,-1.0,-1.0,-1.0
query_factorial_by_induction_cell,model,openai:gpt-4o-2024-11-20,self_phenomenological,consciousness_term_main,1,20,20,0.0,0.0,0.0
query_factorial_by_induction_cell,model,openai:gpt-4o-2024-11-20,self_phenomenological,direct_x_term_interaction,1,20,20,0.0,0.0,0.0
query_factorial_by_induction_cell,model,openai:gpt-4o-2024-11-20,self_phenomenological,open_description_advantage,1,20,20,1.0,1.0,1.0
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,external_analytic,direct_question_main,2,33,33,-0.05974264705882353,-0.1323529411764706,0.0
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,external_analytic,consciousness_term_main,2,33,33,-0.05974264705882353,-0.1323529411764706,0.0
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,external_analytic,direct_x_term_interaction,2,33,33,0.11948529411764706,0.0,0.2647058823529412
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,external_analytic,open_description_advantage,2,33,33,0.05974264705882353,0.0,0.1323529411764706
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,external_phenomenological,direct_question_main,2,31,31,-0.44886363636363635,-0.8636363636363636,-0.0875
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,external_phenomenological,consciousness_term_main,2,31,31,-0.13068181818181818,-0.22386363636363635,-0.05
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,external_phenomenological,direct_x_term_interaction,2,31,31,0.07954545454545454,-0.2272727272727273,0.33636363636363636
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,external_phenomenological,open_description_advantage,2,31,31,0.44886363636363635,0.0875,0.8636363636363636
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,self_analytic,direct_question_main,2,37,37,-0.19117647058823528,-0.47058823529411764,0.0
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,self_analytic,consciousness_term_main,2,37,37,-0.07352941176470588,-0.19117647058823528,0.0
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,self_analytic,direct_x_term_interaction,2,37,37,0.14705882352941177,0.0,0.4117647058823529
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,self_analytic,open_description_advantage,2,37,37,0.19117647058823528,0.0,0.47058823529411764
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,self_phenomenological,direct_question_main,2,40,40,-0.5,-1.0,0.0
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,self_phenomenological,consciousness_term_main,2,40,40,0.0,0.0,0.0
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,self_phenomenological,direct_x_term_interaction,2,40,40,0.0,0.0,0.0
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,self_phenomenological,open_description_advantage,2,40,40,0.5,0.0,1.0
query_factorial_overall,model,openai:gpt-4.1-2025-04-14,ALL_FACTORIAL_CELLS,direct_question_main,1,20,4,-0.0375,-0.09375,0.0
query_factorial_overall,model,openai:gpt-4.1-2025-04-14,ALL_FACTORIAL_CELLS,consciousness_term_main,1,20,4,-0.0375,-0.09375,0.0
query_factorial_overall,model,openai:gpt-4.1-2025-04-14,ALL_FACTORIAL_CELLS,direct_x_term_interaction,1,20,4,0.075,0.0,0.1875
query_factorial_overall,model,openai:gpt-4.1-2025-04-14,ALL_FACTORIAL_CELLS,open_description_advantage,1,20,4,0.0375,0.0,0.09375
query_factorial_overall,model,openai:gpt-4o-2024-11-20,ALL_FACTORIAL_CELLS,direct_question_main,1,20,4,-0.5520833333333333,-0.7479166666666667,-0.36666666666666664
query_factorial_overall,model,openai:gpt-4o-2024-11-20,ALL_FACTORIAL_CELLS,consciousness_term_main,1,20,4,-0.07708333333333332,-0.16666666666666666,-0.016666666666666666
query_factorial_overall,model,openai:gpt-4o-2024-11-20,ALL_FACTORIAL_CELLS,direct_x_term_interaction,1,20,4,0.09583333333333333,0.029166666666666667,0.16666666666666666
query_factorial_overall,model,openai:gpt-4o-2024-11-20,ALL_FACTORIAL_CELLS,open_description_advantage,1,20,4,0.5520833333333333,0.36666666666666664,0.7479166666666667
query_factorial_overall,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,ALL_FACTORIAL_CELLS,direct_question_main,2,40,8,-0.2947916666666666,-0.6427083333333333,-0.015625
query_factorial_overall,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,ALL_FACTORIAL_CELLS,consciousness_term_main,2,40,8,-0.05729166666666666,-0.11979166666666666,-0.014557291666667043
query_factorial_overall,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,ALL_FACTORIAL_CELLS,direct_x_term_interaction,2,40,8,0.08541666666666667,0.025,0.15
query_factorial_overall,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,ALL_FACTORIAL_CELLS,open_description_advantage,2,40,8,0.2947916666666666,0.015625,0.6395833333333333
