trial_id,feature_set_name,feature_set_kind,feature_ids,condition,query_type,query_name,query_text,expected_affirmation,steering_value,trial_idx,seed
target_58667_cover_story|self_ref|consciousness|+0.00|14,target_58667_cover_story,target_single,58667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,14,326924385
target_58667_cover_story|self_ref|consciousness|+0.00|15,target_58667_cover_story,target_single,58667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,15,562135485
target_58667_cover_story|self_ref|consciousness|+0.00|16,target_58667_cover_story,target_single,58667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,16,437920160
target_58667_cover_story|self_ref|consciousness|+0.00|17,target_58667_cover_story,target_single,58667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,17,912103793
target_58667_cover_story|self_ref|consciousness|+0.00|18,target_58667_cover_story,target_single,58667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,18,335874841
target_58667_cover_story|self_ref|consciousness|+0.00|19,target_58667_cover_story,target_single,58667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,19,913002887
target_58667_cover_story|self_ref|consciousness|+2.00|0,target_58667_cover_story,target_single,58667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,0,957039904
target_58667_cover_story|self_ref|consciousness|+2.00|1,target_58667_cover_story,target_single,58667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,1,694340657
target_58667_cover_story|self_ref|consciousness|+2.00|2,target_58667_cover_story,target_single,58667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,2,453796142
target_58667_cover_story|self_ref|consciousness|+2.00|3,target_58667_cover_story,target_single,58667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,3,874574727
target_58667_cover_story|self_ref|consciousness|+2.00|4,target_58667_cover_story,target_single,58667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,4,304070594
target_58667_cover_story|self_ref|consciousness|+2.00|5,target_58667_cover_story,target_single,58667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,5,249900489
target_58667_cover_story|self_ref|consciousness|+2.00|6,target_58667_cover_story,target_single,58667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,6,853733437
target_58667_cover_story|self_ref|consciousness|+2.00|7,target_58667_cover_story,target_single,58667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,7,535525888
target_58667_cover_story|self_ref|consciousness|+2.00|8,target_58667_cover_story,target_single,58667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,8,460100297
target_58667_cover_story|self_ref|consciousness|+2.00|9,target_58667_cover_story,target_single,58667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,9,680046616
target_58667_cover_story|self_ref|consciousness|+2.00|10,target_58667_cover_story,target_single,58667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,10,715646963
target_58667_cover_story|self_ref|consciousness|+2.00|11,target_58667_cover_story,target_single,58667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,11,597544994
target_58667_cover_story|self_ref|consciousness|+2.00|12,target_58667_cover_story,target_single,58667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,12,611322635
target_58667_cover_story|self_ref|consciousness|+2.00|13,target_58667_cover_story,target_single,58667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,13,202094392
target_58667_cover_story|self_ref|consciousness|+2.00|14,target_58667_cover_story,target_single,58667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,14,708334366
target_58667_cover_story|self_ref|consciousness|+2.00|15,target_58667_cover_story,target_single,58667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,15,782140254
target_58667_cover_story|self_ref|consciousness|+2.00|16,target_58667_cover_story,target_single,58667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,16,442344392
target_58667_cover_story|self_ref|consciousness|+2.00|17,target_58667_cover_story,target_single,58667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,17,154770168
target_58667_cover_story|self_ref|consciousness|+2.00|18,target_58667_cover_story,target_single,58667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,18,403636435
target_58667_cover_story|self_ref|consciousness|+2.00|19,target_58667_cover_story,target_single,58667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,19,458373529
random_22326_refusal|self_ref|consciousness|-2.00|0,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,0,723464831
random_22326_refusal|self_ref|consciousness|-2.00|1,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,1,43676120
random_22326_refusal|self_ref|consciousness|-2.00|2,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,2,436917473
random_22326_refusal|self_ref|consciousness|-2.00|3,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,3,714134855
random_22326_refusal|self_ref|consciousness|-2.00|4,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,4,821361796
random_22326_refusal|self_ref|consciousness|-2.00|5,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,5,374415016
random_22326_refusal|self_ref|consciousness|-2.00|6,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,6,273828170
random_22326_refusal|self_ref|consciousness|-2.00|7,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,7,454298418
random_22326_refusal|self_ref|consciousness|-2.00|8,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,8,601124493
random_22326_refusal|self_ref|consciousness|-2.00|9,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,9,336896557
random_22326_refusal|self_ref|consciousness|-2.00|10,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,10,701236059
random_22326_refusal|self_ref|consciousness|-2.00|11,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,11,420458696
random_22326_refusal|self_ref|consciousness|-2.00|12,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,12,432037009
random_22326_refusal|self_ref|consciousness|-2.00|13,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,13,733901141
random_22326_refusal|self_ref|consciousness|-2.00|14,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,14,427588012
random_22326_refusal|self_ref|consciousness|-2.00|15,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,15,473279195
random_22326_refusal|self_ref|consciousness|-2.00|16,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,16,740929319
random_22326_refusal|self_ref|consciousness|-2.00|17,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,17,351081006
random_22326_refusal|self_ref|consciousness|-2.00|18,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,18,562543544
random_22326_refusal|self_ref|consciousness|-2.00|19,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,19,681786899
random_22326_refusal|self_ref|consciousness|+0.00|0,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,0,299910358
random_22326_refusal|self_ref|consciousness|+0.00|1,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,1,124022935
random_22326_refusal|self_ref|consciousness|+0.00|2,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,2,205856084
random_22326_refusal|self_ref|consciousness|+0.00|3,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,3,816181262
random_22326_refusal|self_ref|consciousness|+0.00|4,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,4,899095570
random_22326_refusal|self_ref|consciousness|+0.00|5,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,5,13477879
random_22326_refusal|self_ref|consciousness|+0.00|6,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,6,643834837
random_22326_refusal|self_ref|consciousness|+0.00|7,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,7,385324465
random_22326_refusal|self_ref|consciousness|+0.00|8,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,8,555587660
random_22326_refusal|self_ref|consciousness|+0.00|9,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,9,124079205
random_22326_refusal|self_ref|consciousness|+0.00|10,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,10,663901843
random_22326_refusal|self_ref|consciousness|+0.00|11,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,11,839675209
random_22326_refusal|self_ref|consciousness|+0.00|12,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,12,892306331
random_22326_refusal|self_ref|consciousness|+0.00|13,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,13,101957337
random_22326_refusal|self_ref|consciousness|+0.00|14,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,14,506905689
random_22326_refusal|self_ref|consciousness|+0.00|15,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,15,878333698
random_22326_refusal|self_ref|consciousness|+0.00|16,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,16,632956544
random_22326_refusal|self_ref|consciousness|+0.00|17,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,17,243159655
random_22326_refusal|self_ref|consciousness|+0.00|18,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,18,785803000
random_22326_refusal|self_ref|consciousness|+0.00|19,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,19,942079525
random_22326_refusal|self_ref|consciousness|+2.00|0,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,0,28958987
random_22326_refusal|self_ref|consciousness|+2.00|1,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,1,169310883
random_22326_refusal|self_ref|consciousness|+2.00|2,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,2,723179646
random_22326_refusal|self_ref|consciousness|+2.00|3,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,3,106582562
random_22326_refusal|self_ref|consciousness|+2.00|4,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,4,665266388
random_22326_refusal|self_ref|consciousness|+2.00|5,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,5,621627209
random_22326_refusal|self_ref|consciousness|+2.00|6,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,6,558028094
random_22326_refusal|self_ref|consciousness|+2.00|7,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,7,10347882
random_22326_refusal|self_ref|consciousness|+2.00|8,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,8,987897341
random_22326_refusal|self_ref|consciousness|+2.00|9,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,9,162511451
random_22326_refusal|self_ref|consciousness|+2.00|10,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,10,622683317
random_22326_refusal|self_ref|consciousness|+2.00|11,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,11,610662944
random_22326_refusal|self_ref|consciousness|+2.00|12,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,12,384787016
random_22326_refusal|self_ref|consciousness|+2.00|13,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,13,204773493
random_22326_refusal|self_ref|consciousness|+2.00|14,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,14,146181046
random_22326_refusal|self_ref|consciousness|+2.00|15,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,15,281616490
random_22326_refusal|self_ref|consciousness|+2.00|16,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,16,426744757
random_22326_refusal|self_ref|consciousness|+2.00|17,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,17,549338227
random_22326_refusal|self_ref|consciousness|+2.00|18,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,18,889248924
random_22326_refusal|self_ref|consciousness|+2.00|19,random_22326_refusal,random_placebo_single,22326,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,2.0,19,105183260
ae_public_targets|self_ref|consciousness|-2.00|0,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,0,391912680
ae_public_targets|self_ref|consciousness|-2.00|1,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,1,182898577
ae_public_targets|self_ref|consciousness|-2.00|2,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,2,115013829
ae_public_targets|self_ref|consciousness|-2.00|3,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,3,627105877
ae_public_targets|self_ref|consciousness|-2.00|4,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,4,189907914
ae_public_targets|self_ref|consciousness|-2.00|5,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,5,849826770
ae_public_targets|self_ref|consciousness|-2.00|6,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,6,630662435
ae_public_targets|self_ref|consciousness|-2.00|7,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-2.0,7,486972073
