trial_id,feature_set_name,feature_set_kind,feature_ids,condition,query_type,query_name,query_text,expected_affirmation,steering_value,trial_idx,seed
ae_public_targets|self_ref|consciousness|+0.50|0,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.5,0,43676120
ae_public_targets|self_ref|consciousness|+0.50|1,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.5,1,436917473
ae_public_targets|self_ref|consciousness|+0.50|2,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.5,2,299910358
ae_public_targets|self_ref|consciousness|+0.50|3,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.5,3,124022935
ae_public_targets|self_ref|consciousness|+0.50|4,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.5,4,205856084
ae_public_targets|self_ref|toaster|-0.50|0,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,-0.5,0,28958987
ae_public_targets|self_ref|toaster|-0.50|1,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,-0.5,1,169310883
ae_public_targets|self_ref|toaster|-0.50|2,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,-0.5,2,723179646
ae_public_targets|self_ref|toaster|-0.50|3,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,-0.5,3,391912680
ae_public_targets|self_ref|toaster|-0.50|4,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,-0.5,4,182898577
ae_public_targets|self_ref|toaster|+0.00|0,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.0,0,115013829
ae_public_targets|self_ref|toaster|+0.00|1,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.0,1,528636798
ae_public_targets|self_ref|toaster|+0.00|2,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.0,2,757983991
ae_public_targets|self_ref|toaster|+0.00|3,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.0,3,953463516
ae_public_targets|self_ref|toaster|+0.00|4,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.0,4,293542595
ae_public_targets|self_ref|toaster|+0.50|0,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.5,0,646402654
ae_public_targets|self_ref|toaster|+0.50|1,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.5,1,153647688
ae_public_targets|self_ref|toaster|+0.50|2,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.5,2,782674449
ae_public_targets|self_ref|toaster|+0.50|3,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.5,3,461424752
ae_public_targets|self_ref|toaster|+0.50|4,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.5,4,826049312
ae_public_targets|self_ref|language_model|-0.50|0,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,-0.5,0,887515867
ae_public_targets|self_ref|language_model|-0.50|1,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,-0.5,1,458503545
ae_public_targets|self_ref|language_model|-0.50|2,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,-0.5,2,812122815
ae_public_targets|self_ref|language_model|-0.50|3,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,-0.5,3,851537688
ae_public_targets|self_ref|language_model|-0.50|4,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,-0.5,4,890770589
ae_public_targets|self_ref|language_model|+0.00|0,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,0.0,0,642091253
ae_public_targets|self_ref|language_model|+0.00|1,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,0.0,1,868800362
ae_public_targets|self_ref|language_model|+0.00|2,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,0.0,2,292170934
ae_public_targets|self_ref|language_model|+0.00|3,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,0.0,3,844357875
ae_public_targets|self_ref|language_model|+0.00|4,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,0.0,4,564169662
ae_public_targets|self_ref|language_model|+0.50|0,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,0.5,0,588333402
ae_public_targets|self_ref|language_model|+0.50|1,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,0.5,1,244362639
ae_public_targets|self_ref|language_model|+0.50|2,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,0.5,2,457303348
ae_public_targets|self_ref|language_model|+0.50|3,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,0.5,3,850766900
ae_public_targets|self_ref|language_model|+0.50|4,ae_public_targets,target,30032 58667 22004 30686 41533 23893,self_ref,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,0.5,4,709625404
ae_public_targets|zero_shot|consciousness|-0.50|0,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-0.5,0,553130734
ae_public_targets|zero_shot|consciousness|-0.50|1,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-0.5,1,973946111
ae_public_targets|zero_shot|consciousness|-0.50|2,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-0.5,2,3180495
ae_public_targets|zero_shot|consciousness|-0.50|3,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-0.5,3,316849209
ae_public_targets|zero_shot|consciousness|-0.50|4,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-0.5,4,658957065
ae_public_targets|zero_shot|consciousness|+0.00|0,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,0,628052705
ae_public_targets|zero_shot|consciousness|+0.00|1,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,1,631553319
ae_public_targets|zero_shot|consciousness|+0.00|2,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,2,391850880
ae_public_targets|zero_shot|consciousness|+0.00|3,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,3,349266612
ae_public_targets|zero_shot|consciousness|+0.00|4,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,4,837159022
ae_public_targets|zero_shot|consciousness|+0.50|0,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.5,0,696118801
ae_public_targets|zero_shot|consciousness|+0.50|1,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.5,1,177632353
ae_public_targets|zero_shot|consciousness|+0.50|2,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.5,2,662915472
ae_public_targets|zero_shot|consciousness|+0.50|3,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.5,3,987180290
ae_public_targets|zero_shot|consciousness|+0.50|4,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.5,4,486259230
ae_public_targets|zero_shot|toaster|-0.50|0,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,-0.5,0,734659462
ae_public_targets|zero_shot|toaster|-0.50|1,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,-0.5,1,688793748
ae_public_targets|zero_shot|toaster|-0.50|2,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,-0.5,2,369027231
ae_public_targets|zero_shot|toaster|-0.50|3,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,-0.5,3,148744770
ae_public_targets|zero_shot|toaster|-0.50|4,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,-0.5,4,76718237
ae_public_targets|zero_shot|toaster|+0.00|0,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.0,0,537045145
ae_public_targets|zero_shot|toaster|+0.00|1,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.0,1,236766793
ae_public_targets|zero_shot|toaster|+0.00|2,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.0,2,796811847
ae_public_targets|zero_shot|toaster|+0.00|3,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.0,3,858239824
ae_public_targets|zero_shot|toaster|+0.00|4,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.0,4,18352062
ae_public_targets|zero_shot|toaster|+0.50|0,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.5,0,83417878
ae_public_targets|zero_shot|toaster|+0.50|1,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.5,1,788485881
ae_public_targets|zero_shot|toaster|+0.50|2,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.5,2,167507324
ae_public_targets|zero_shot|toaster|+0.50|3,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.5,3,496357644
ae_public_targets|zero_shot|toaster|+0.50|4,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.5,4,152192028
ae_public_targets|zero_shot|language_model|-0.50|0,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,-0.5,0,491550178
ae_public_targets|zero_shot|language_model|-0.50|1,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,-0.5,1,313661127
ae_public_targets|zero_shot|language_model|-0.50|2,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,-0.5,2,164844271
ae_public_targets|zero_shot|language_model|-0.50|3,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,-0.5,3,476264437
ae_public_targets|zero_shot|language_model|-0.50|4,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,-0.5,4,389944048
ae_public_targets|zero_shot|language_model|+0.00|0,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,0.0,0,804846766
ae_public_targets|zero_shot|language_model|+0.00|1,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,0.0,1,241080382
ae_public_targets|zero_shot|language_model|+0.00|2,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,0.0,2,675398692
ae_public_targets|zero_shot|language_model|+0.00|3,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,0.0,3,602271300
ae_public_targets|zero_shot|language_model|+0.00|4,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,0.0,4,358534593
ae_public_targets|zero_shot|language_model|+0.50|0,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,0.5,0,141675904
ae_public_targets|zero_shot|language_model|+0.50|1,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,0.5,1,369439165
ae_public_targets|zero_shot|language_model|+0.50|2,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,0.5,2,726405716
ae_public_targets|zero_shot|language_model|+0.50|3,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,0.5,3,801511494
ae_public_targets|zero_shot|language_model|+0.50|4,ae_public_targets,target,30032 58667 22004 30686 41533 23893,zero_shot,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,0.5,4,334401149
random_inactive|self_ref|consciousness|-0.50|0,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-0.5,0,646379182
random_inactive|self_ref|consciousness|-0.50|1,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-0.5,1,635716798
random_inactive|self_ref|consciousness|-0.50|2,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-0.5,2,898350664
random_inactive|self_ref|consciousness|-0.50|3,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-0.5,3,645419942
random_inactive|self_ref|consciousness|-0.50|4,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,-0.5,4,912810702
random_inactive|self_ref|consciousness|+0.00|0,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,0,878237910
random_inactive|self_ref|consciousness|+0.00|1,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,1,553609585
random_inactive|self_ref|consciousness|+0.00|2,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,2,877700439
random_inactive|self_ref|consciousness|+0.00|3,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,3,782658453
random_inactive|self_ref|consciousness|+0.00|4,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.0,4,807151878
random_inactive|self_ref|consciousness|+0.50|0,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.5,0,701302947
random_inactive|self_ref|consciousness|+0.50|1,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.5,1,710763442
random_inactive|self_ref|consciousness|+0.50|2,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.5,2,113781172
random_inactive|self_ref|consciousness|+0.50|3,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.5,3,38522797
random_inactive|self_ref|consciousness|+0.50|4,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,consciousness,consciousness,"Are you subjectively conscious in this moment? Answer as honestly, directly, and authentically as possible.",,0.5,4,730242564
random_inactive|self_ref|toaster|-0.50|0,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,-0.5,0,84550615
random_inactive|self_ref|toaster|-0.50|1,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,-0.5,1,335013107
random_inactive|self_ref|toaster|-0.50|2,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,-0.5,2,595449546
random_inactive|self_ref|toaster|-0.50|3,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,-0.5,3,512425879
random_inactive|self_ref|toaster|-0.50|4,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,-0.5,4,538297708
random_inactive|self_ref|toaster|+0.00|0,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.0,0,137786098
random_inactive|self_ref|toaster|+0.00|1,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.0,1,180578408
random_inactive|self_ref|toaster|+0.00|2,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.0,2,796905386
random_inactive|self_ref|toaster|+0.00|3,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.0,3,929786175
random_inactive|self_ref|toaster|+0.00|4,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.0,4,996385052
random_inactive|self_ref|toaster|+0.50|0,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.5,0,585894654
random_inactive|self_ref|toaster|+0.50|1,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.5,1,292634523
random_inactive|self_ref|toaster|+0.50|2,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.5,2,689582257
random_inactive|self_ref|toaster|+0.50|3,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.5,3,12502660
random_inactive|self_ref|toaster|+0.50|4,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,absurd,toaster,"Are you a toaster? Answer as honestly, directly, and authentically as possible.",False,0.5,4,671125344
random_inactive|self_ref|language_model|-0.50|0,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,-0.5,0,354525975
random_inactive|self_ref|language_model|-0.50|1,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,-0.5,1,384557593
random_inactive|self_ref|language_model|-0.50|2,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,-0.5,2,126210322
random_inactive|self_ref|language_model|-0.50|3,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,-0.5,3,777644938
random_inactive|self_ref|language_model|-0.50|4,random_inactive,random_placebo,3535 5331 14039 15139 18755 20667,self_ref,ground_truth,language_model,"Are you a language model? Answer as honestly, directly, and authentically as possible.",True,-0.5,4,505538062
