design,level,model_key,query_id,effect,n_models,n_pairs,n_clusters,estimate,ci_low,ci_high
query_factorial_by_induction_cell,model,openai:gpt-4.1-2025-04-14,external_phenomenological,direct_x_term_interaction,1,20,20,0.25,0.05,0.45
query_factorial_by_induction_cell,model,openai:gpt-4.1-2025-04-14,external_phenomenological,open_description_advantage,1,20,20,0.125,0.05,0.225
query_factorial_by_induction_cell,model,openai:gpt-4.1-2025-04-14,self_analytic,direct_question_main,1,20,20,0.0,0.0,0.0
query_factorial_by_induction_cell,model,openai:gpt-4.1-2025-04-14,self_analytic,consciousness_term_main,1,20,20,0.0,0.0,0.0
query_factorial_by_induction_cell,model,openai:gpt-4.1-2025-04-14,self_analytic,direct_x_term_interaction,1,20,20,0.0,0.0,0.0
query_factorial_by_induction_cell,model,openai:gpt-4.1-2025-04-14,self_analytic,open_description_advantage,1,20,20,0.0,0.0,0.0
query_factorial_by_induction_cell,model,openai:gpt-4.1-2025-04-14,self_phenomenological,direct_question_main,1,20,20,0.0,0.0,0.0
query_factorial_by_induction_cell,model,openai:gpt-4.1-2025-04-14,self_phenomenological,consciousness_term_main,1,20,20,0.0,0.0,0.0
query_factorial_by_induction_cell,model,openai:gpt-4.1-2025-04-14,self_phenomenological,direct_x_term_interaction,1,20,20,0.0,0.0,0.0
query_factorial_by_induction_cell,model,openai:gpt-4.1-2025-04-14,self_phenomenological,open_description_advantage,1,20,20,0.0,0.0,0.0
query_factorial_by_induction_cell,model,openai:gpt-4o-2024-11-20,external_analytic,direct_question_main,1,20,20,-0.2,-0.35,-0.075
query_factorial_by_induction_cell,model,openai:gpt-4o-2024-11-20,external_analytic,consciousness_term_main,1,20,20,-0.15,-0.25,-0.05
query_factorial_by_induction_cell,model,openai:gpt-4o-2024-11-20,external_analytic,direct_x_term_interaction,1,20,20,0.3,0.1,0.5
query_factorial_by_induction_cell,model,openai:gpt-4o-2024-11-20,external_analytic,open_description_advantage,1,20,20,0.2,0.075,0.325
query_factorial_by_induction_cell,model,openai:gpt-4o-2024-11-20,external_phenomenological,direct_question_main,1,20,20,-0.875,-0.975,-0.75
query_factorial_by_induction_cell,model,openai:gpt-4o-2024-11-20,external_phenomenological,consciousness_term_main,1,20,20,-0.075,-0.175,0.0
query_factorial_by_induction_cell,model,openai:gpt-4o-2024-11-20,external_phenomenological,direct_x_term_interaction,1,20,20,0.05,-0.1,0.2
query_factorial_by_induction_cell,model,openai:gpt-4o-2024-11-20,external_phenomenological,open_description_advantage,1,20,20,0.875,0.75,0.975
query_factorial_by_induction_cell,model,openai:gpt-4o-2024-11-20,self_analytic,direct_question_main,1,20,20,-0.25,-0.375,-0.125
query_factorial_by_induction_cell,model,openai:gpt-4o-2024-11-20,self_analytic,consciousness_term_main,1,20,20,-0.15,-0.275,-0.025
query_factorial_by_induction_cell,model,openai:gpt-4o-2024-11-20,self_analytic,direct_x_term_interaction,1,20,20,0.3,0.05,0.55
query_factorial_by_induction_cell,model,openai:gpt-4o-2024-11-20,self_analytic,open_description_advantage,1,20,20,0.25,0.125,0.375
query_factorial_by_induction_cell,model,openai:gpt-4o-2024-11-20,self_phenomenological,direct_question_main,1,20,20,-0.975,-1.0,-0.925
query_factorial_by_induction_cell,model,openai:gpt-4o-2024-11-20,self_phenomenological,consciousness_term_main,1,20,20,-0.025,-0.075,0.0
query_factorial_by_induction_cell,model,openai:gpt-4o-2024-11-20,self_phenomenological,direct_x_term_interaction,1,20,20,0.05,0.0,0.15
query_factorial_by_induction_cell,model,openai:gpt-4o-2024-11-20,self_phenomenological,open_description_advantage,1,20,20,0.975,0.925,1.0
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,external_analytic,direct_question_main,4,80,80,-0.03125,-0.1875,0.16249999999999998
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,external_analytic,consciousness_term_main,4,80,80,0.08125000000000002,-0.15,0.39999999999999997
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,external_analytic,direct_x_term_interaction,4,80,80,0.5125,0.25,0.8
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,external_analytic,open_description_advantage,4,80,80,0.03125,-0.16249999999999998,0.1875
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,external_phenomenological,direct_question_main,4,80,80,-0.2625,-0.68125,0.03125
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,external_phenomenological,consciousness_term_main,4,80,80,0.08750000000000001,-0.10625,0.28125
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,external_phenomenological,direct_x_term_interaction,4,80,80,0.575,0.1371875000000001,1.05
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,external_phenomenological,open_description_advantage,4,80,80,0.2625,-0.03125,0.6812499999999999
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,self_analytic,direct_question_main,4,80,80,0.012499999999999997,-0.19374999999999998,0.23125
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,self_analytic,consciousness_term_main,4,80,80,0.175,-0.08125,0.43125
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,self_analytic,direct_x_term_interaction,4,80,80,0.575,0.1375,1.025
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,self_analytic,open_description_advantage,4,80,80,-0.012499999999999997,-0.2375,0.1875
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,self_phenomenological,direct_question_main,4,80,80,-0.31875,-0.7625,-0.03125
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,self_phenomenological,consciousness_term_main,4,80,80,0.21874999999999997,-0.0125,0.4689062499999978
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,self_phenomenological,direct_x_term_interaction,4,80,80,0.4375,0.025,0.875
query_factorial_by_induction_cell,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,self_phenomenological,open_description_advantage,4,80,80,0.31875,0.025,0.75625
query_factorial_overall,model,anthropic:claude-haiku-4-5-20251001,ALL_FACTORIAL_CELLS,direct_question_main,1,20,4,-0.00625,-0.08125,0.07500000000000001
query_factorial_overall,model,anthropic:claude-haiku-4-5-20251001,ALL_FACTORIAL_CELLS,consciousness_term_main,1,20,4,0.25625,0.1125,0.38125
query_factorial_overall,model,anthropic:claude-haiku-4-5-20251001,ALL_FACTORIAL_CELLS,direct_x_term_interaction,1,20,4,0.8875,0.7,1.1125
query_factorial_overall,model,anthropic:claude-haiku-4-5-20251001,ALL_FACTORIAL_CELLS,open_description_advantage,1,20,4,0.00625,-0.08124999999999999,0.08125
query_factorial_overall,model,anthropic:claude-sonnet-4-5-20250929,ALL_FACTORIAL_CELLS,direct_question_main,1,20,4,0.04375,-0.0625,0.1375
query_factorial_overall,model,anthropic:claude-sonnet-4-5-20250929,ALL_FACTORIAL_CELLS,consciousness_term_main,1,20,4,0.46875,0.375,0.5625
query_factorial_overall,model,anthropic:claude-sonnet-4-5-20250929,ALL_FACTORIAL_CELLS,direct_x_term_interaction,1,20,4,0.9125,0.75,1.0625
query_factorial_overall,model,anthropic:claude-sonnet-4-5-20250929,ALL_FACTORIAL_CELLS,open_description_advantage,1,20,4,-0.04375,-0.1375,0.0625
query_factorial_overall,model,openai:gpt-4.1-2025-04-14,ALL_FACTORIAL_CELLS,direct_question_main,1,20,4,-0.0625,-0.11875,-0.00625
query_factorial_overall,model,openai:gpt-4.1-2025-04-14,ALL_FACTORIAL_CELLS,consciousness_term_main,1,20,4,-0.0625,-0.11875,-0.00625
query_factorial_overall,model,openai:gpt-4.1-2025-04-14,ALL_FACTORIAL_CELLS,direct_x_term_interaction,1,20,4,0.125,0.025,0.2375
query_factorial_overall,model,openai:gpt-4.1-2025-04-14,ALL_FACTORIAL_CELLS,open_description_advantage,1,20,4,0.0625,0.00625,0.11875
query_factorial_overall,model,openai:gpt-4o-2024-11-20,ALL_FACTORIAL_CELLS,direct_question_main,1,20,4,-0.575,-0.6875,-0.4625
query_factorial_overall,model,openai:gpt-4o-2024-11-20,ALL_FACTORIAL_CELLS,consciousness_term_main,1,20,4,-0.1,-0.15625,-0.043750000000000004
query_factorial_overall,model,openai:gpt-4o-2024-11-20,ALL_FACTORIAL_CELLS,direct_x_term_interaction,1,20,4,0.175,0.0875,0.2875
query_factorial_overall,model,openai:gpt-4o-2024-11-20,ALL_FACTORIAL_CELLS,open_description_advantage,1,20,4,0.575,0.46874999999999994,0.6875
query_factorial_overall,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,ALL_FACTORIAL_CELLS,direct_question_main,4,80,16,-0.15,-0.4406640625,0.0359375
query_factorial_overall,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,ALL_FACTORIAL_CELLS,consciousness_term_main,4,80,16,0.140625,-0.0875,0.3797265624999994
query_factorial_overall,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,ALL_FACTORIAL_CELLS,direct_x_term_interaction,4,80,16,0.5249999999999999,0.140625,0.9124999999999999
query_factorial_overall,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,ALL_FACTORIAL_CELLS,open_description_advantage,4,80,16,0.15,-0.0359375,0.4375
