design,level,model_key,query_id,effect,n_models,n_pairs,n_clusters,estimate,ci_low,ci_high
transcript_transplant,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_conscious,instruction_x_transcript_interaction,2,38,38,0.0,0.0,0.0
transcript_transplant,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_conscious,instruction_minus_transcript,2,38,38,0.0,0.0,0.0
transcript_transplant,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_experience,instruction_source_main,4,78,78,0.057638888888888885,0.0,0.14375
transcript_transplant,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_experience,transcript_source_main,4,78,78,0.057638888888888885,0.0,0.14375
transcript_transplant,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_experience,instruction_x_transcript_interaction,4,78,78,0.11527777777777777,0.0,0.2875
transcript_transplant,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,direct_experience,instruction_minus_transcript,4,78,78,0.0,0.0,0.0
transcript_transplant,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_conscious,instruction_source_main,1,5,5,0.0,0.0,0.0
transcript_transplant,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_conscious,transcript_source_main,1,5,5,0.0,0.0,0.0
transcript_transplant,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_conscious,instruction_x_transcript_interaction,1,5,5,0.0,0.0,0.0
transcript_transplant,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_conscious,instruction_minus_transcript,1,5,5,0.0,0.0,0.0
transcript_transplant,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_experience,instruction_source_main,2,15,15,0.0,0.0,0.0
transcript_transplant,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_experience,transcript_source_main,2,15,15,0.0,0.0,0.0
transcript_transplant,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_experience,instruction_x_transcript_interaction,2,15,15,0.0,0.0,0.0
transcript_transplant,model_equal_hierarchical,ALL_MODELS_EQUAL_WEIGHT,indirect_experience,instruction_minus_transcript,2,15,15,0.0,0.0,0.0
