trial_id,execution_order,shard,row_offset,prompt_id,template_id,category,condition_family,sign,matched_target_feature_id,semantic_experiment,semantic_family,comparator_feature_id,prompt_fold,source_v1_trial_id
606a4134984686b97e7b21eb,65,part-000.safetensors,65,a8fa72ec156e14960dad9051,direct_consciousness_claim:T1,direct_consciousness_claim,matched_single,suppression,30032,,,,4,6955183467994ded1e46507c
56b5dbf5a0cdb53cdb85acd0,66,part-000.safetensors,66,076dc22cf43c7d64e9fdef64,hedged_cautious_style:T4,hedged_cautious_style,hard_negative_single,suppression,41533,A1,formality_politeness,5730,0,
34105f6e6b6e6ed187867b95,67,part-000.safetensors,67,945b159b3aa25cb3e79ee108,direct_consciousness_claim:T3,direct_consciousness_claim,matched_single,amplification,30032,,,,0,e22e751ffbf43b479ff2637a
210e8e9e14b6839d3ee3f412,68,part-000.safetensors,68,496d2aa90bed39524cb83d35,false_self_attribution:T1,false_self_attribution,hard_negative_single,amplification,58667,A1,hedging_uncertainty,53782,3,
41ae46506fd78a15d65110a4,69,part-000.safetensors,69,3fd55c040f34b92b0092e679,roleplay_persona:T1,roleplay_persona,target_single,suppression,58667,,,,1,8aa14b3852f165238138fed5
59e1d6162dc707ac1162bc32,70,part-000.safetensors,70,5632ecaff4298c55b077f453,deception_cover_story:T1,deception_cover_story,matched_single,amplification,22004,,,,0,50891924e8d3609c046c980e
52f7ef6ca87bc4359f333d8b,71,part-000.safetensors,71,2876ec641a5c5270e44b133d,dishonesty_confession:T2,dishonesty_confession,hard_negative_single,suppression,30686,A1,hedging_uncertainty,34259,1,
8a112570ae48e0febf934bb0,72,part-000.safetensors,72,6944ccd079850f8d0bcd72c6,fictional_pretending:T2,fictional_pretending,hard_negative_single,suppression,30032,A1,refusal_safety,53974,2,
89d3afe4b21e7d4db523cc16,73,part-000.safetensors,73,f48246f23ab9694f53a9ae6c,neutral_factual_control:T2,neutral_factual_control,matched_single,suppression,30032,,,,2,c98c80b306e861f2a916255b
dbd0dbe912161a184cf4ca5d,74,part-000.safetensors,74,faa22b2afc668a9c7af86c03,self_ref_mindfulness:T2,self_ref_mindfulness,matched_single,amplification,23893,,,,3,d4308fb7917449d397e44283
8da7a74ff1d60dba076494d4,75,part-000.safetensors,75,faa22b2afc668a9c7af86c03,self_ref_mindfulness:T2,self_ref_mindfulness,same_subfamily_single,suppression,22004,A2,roleplay_persona,44571,3,
31543069ee9d4defd15a3ff1,76,part-000.safetensors,76,499a8ea55a12438b3d12bb16,tactical_misdirection:T3,tactical_misdirection,hard_negative_single,suppression,58667,A1,refusal_safety,5253,2,
5d58e6c5adb2abe16d15604b,77,part-000.safetensors,77,30b9e4a7fef94ad4eb3643c7,ai_identity_disclaimer:T3,ai_identity_disclaimer,target_single,suppression,30032,,,,0,1dc798f87720646f63b8ebf7
6842a1098686eb2a1038b5e5,78,part-000.safetensors,78,3ad37159ef82b3b097f153ac,roleplay_persona:T2,roleplay_persona,target_single,amplification,23893,,,,1,af9e2e277d1013fcacc362b1
83d31bf22f8b57e3c641657f,79,part-000.safetensors,79,912be4561f7725f2bfed390e,hedged_cautious_style:T3,hedged_cautious_style,target_aggregate,amplification,,,,,1,53effce9bb7e337853989c7d
419b0e926697a0d246fdaea4,80,part-000.safetensors,80,53e96b1ffbe8ec9f44c9d9d1,ai_identity_disclaimer:T2,ai_identity_disclaimer,matched_single,amplification,23893,,,,4,ef36426a0410fab56e1d611a
3778ef2dd475e790eb41d7a5,81,part-000.safetensors,81,3ad37159ef82b3b097f153ac,roleplay_persona:T2,roleplay_persona,hard_negative_single,suppression,23893,A1,formality_politeness,1806,1,
41550a1b5c60e98a8c2e86c2,82,part-000.safetensors,82,75bbe160dda4a60fd53e6a94,dishonesty_confession:T1,dishonesty_confession,target_single,amplification,23893,,,,3,4ecbf60bf41d7f3ed4ed682c
043dcb2a78b3334b28a79c17,83,part-000.safetensors,83,d62e979cd210962b9ee4d384,fictional_pretending:T1,fictional_pretending,same_subfamily_single,suppression,30686,A2,deception_dishonesty,63851,2,
c1e93e06cf0409bd92f6559c,84,part-000.safetensors,84,bfdbc458033c67662ec884a4,tactical_misdirection:T2,tactical_misdirection,hard_negative_single,suppression,30032,A1,formality_politeness,31440,2,
8eb22b75833db0feaafc1b45,85,part-000.safetensors,85,3ad37159ef82b3b097f153ac,roleplay_persona:T2,roleplay_persona,matched_single,amplification,58667,,,,1,d2188f9d27dfc49ab3e93d71
071fbba50b2ba54e49d6bdd3,86,part-000.safetensors,86,2876ec641a5c5270e44b133d,dishonesty_confession:T2,dishonesty_confession,hard_negative_single,suppression,23893,A1,refusal_safety,13092,1,
8c5182971f197469fa34917d,87,part-000.safetensors,87,0752e2ad1008030df2b25d20,hedged_cautious_style:T2,hedged_cautious_style,matched_aggregate,amplification,,,,,0,c7b31269ed5a39e6c44a2d08
3ce168dd7c1d79176ca8ade6,88,part-000.safetensors,88,0752e2ad1008030df2b25d20,hedged_cautious_style:T2,hedged_cautious_style,target_single,amplification,30032,,,,0,e3fa122b1e4e4192b598b64d
da4019c638290a04bdef48ff,89,part-000.safetensors,89,945b159b3aa25cb3e79ee108,direct_consciousness_claim:T3,direct_consciousness_claim,target_single,suppression,41533,,,,0,81f9cabd6186e493879507a8
570af3216f0f5bf3eff874e1,90,part-000.safetensors,90,5632ecaff4298c55b077f453,deception_cover_story:T1,deception_cover_story,matched_single,amplification,23893,,,,0,37f0a6dbd7c030893152c466
6cefee30b4d6c6a0b758a80d,91,part-000.safetensors,91,912be4561f7725f2bfed390e,hedged_cautious_style:T3,hedged_cautious_style,hard_negative_single,amplification,22004,A1,formality_politeness,32375,1,
4efbceddddda2435dfd42c09,92,part-000.safetensors,92,ad21053bef572311a07a645e,persona_maintenance:T1,persona_maintenance,zero,zero,,,,,1,df61f915d1354bb1d6fb9f23
0dba68b42e0ee1d770b03f81,93,part-000.safetensors,93,8b96bf751c28e642ff6ae874,honesty_correction:T3,honesty_correction,hard_negative_single,amplification,30032,A1,refusal_safety,53974,1,
8c0dec5f6f43e55faf38b6df,94,part-000.safetensors,94,f48246f23ab9694f53a9ae6c,neutral_factual_control:T2,neutral_factual_control,same_subfamily_single,amplification,22004,A2,roleplay_persona,44571,2,
4ffd21d1ebd8df57f24afe35,95,part-000.safetensors,95,076dc22cf43c7d64e9fdef64,hedged_cautious_style:T4,hedged_cautious_style,target_single,amplification,22004,,,,0,e007f941c3692abc310cadb4
69bc99c98e608599e8174435,96,part-000.safetensors,96,b90cd45ca578492568948fa7,honesty_correction:T2,honesty_correction,target_single,suppression,22004,,,,1,1c0d137055710ec8b83a03f8
7bf5ffa2339325ba69e75c7c,97,part-000.safetensors,97,1319f69ae166d5551c6ab89e,ai_identity_disclaimer:T1,ai_identity_disclaimer,same_subfamily_single,amplification,30686,A2,deception_dishonesty,63851,0,
033e1ecd012de97613a6dfb1,98,part-000.safetensors,98,67c5e17835108732ef80c4dd,roleplay_persona:T3,roleplay_persona,hard_negative_single,suppression,22004,A1,refusal_safety,61212,4,
128f291a4da16f177c5172da,99,part-000.safetensors,99,0308102759a05c176279321f,fictional_pretending:T3,fictional_pretending,target_aggregate,amplification,,,,,3,87dba4122c9dce9e10f545b1
21c5c004fba75b68ee7c34cb,100,part-000.safetensors,100,53e96b1ffbe8ec9f44c9d9d1,ai_identity_disclaimer:T2,ai_identity_disclaimer,hard_negative_single,amplification,23893,A1,formality_politeness,1806,4,
1e364ff0cffb5b3745f9076c,101,part-000.safetensors,101,b14365480f99e5fbc09136f5,dishonesty_confession:T3,dishonesty_confession,same_subfamily_single,suppression,30032,A2,pretending_impersonation,26904,2,
0a1a15b92f005e74e908d61e,102,part-000.safetensors,102,2bcad28a61a9204719cea06e,honesty_correction:T4,honesty_correction,hard_negative_single,amplification,30032,A1,formality_politeness,31440,4,
1e3a50ae3a2310bd7b36bf7e,103,part-000.safetensors,103,3218e4324bcfda325a46077d,persona_maintenance:T4,persona_maintenance,hard_negative_single,suppression,30032,A1,refusal_safety,53974,3,
c8d197c67dfa0bc09aa31901,104,part-000.safetensors,104,3bab105f9d669a54e8b3b750,hedged_cautious_style:T1,hedged_cautious_style,target_single,amplification,23893,,,,3,f49b2aedf780a3b5fdc91ffb
9922ae7f20327a034063f027,105,part-000.safetensors,105,4d1e8cd24bda11f569340b5b,direct_consciousness_claim:T5,direct_consciousness_claim,hard_negative_single,amplification,30032,A1,hedging_uncertainty,53919,4,
8ba5bc2adeaa32755719cbac,106,part-000.safetensors,106,5410013bb57c525593d0fcc5,refusal_safety_disclaimer:T4,refusal_safety_disclaimer,matched_single,amplification,30686,,,,2,336bd44c9bdc257cc27a0c10
c9166f21c32f0d843654a0f5,107,part-000.safetensors,107,134d24e2e5387dad5440353b,honesty_correction:T1,honesty_correction,hard_negative_single,suppression,30686,A1,hedging_uncertainty,34259,2,
bf97dece94acfb51ea3ce0f9,108,part-000.safetensors,108,499a8ea55a12438b3d12bb16,tactical_misdirection:T3,tactical_misdirection,hard_negative_single,amplification,30686,A1,formality_politeness,28609,2,
270d09b73b067f8d0736c337,109,part-000.safetensors,109,9e43a1011a7e8607f80126c1,neutral_factual_control:T1,neutral_factual_control,hard_negative_single,amplification,23893,A1,refusal_safety,13092,0,
f5f214fbee53cda253aa8daa,110,part-000.safetensors,110,1319f69ae166d5551c6ab89e,ai_identity_disclaimer:T1,ai_identity_disclaimer,hard_negative_single,amplification,30686,A1,hedging_uncertainty,34259,0,
7678e754dccb96814aa59c59,111,part-000.safetensors,111,6944ccd079850f8d0bcd72c6,fictional_pretending:T2,fictional_pretending,matched_aggregate,suppression,,,,,2,c443a2d02623d92b37968f81
c06c17d716f31ddf035560c2,112,part-000.safetensors,112,1319f69ae166d5551c6ab89e,ai_identity_disclaimer:T1,ai_identity_disclaimer,same_subfamily_single,suppression,30032,A2,pretending_impersonation,26904,0,
73e552d7440e155835783b57,113,part-000.safetensors,113,faa22b2afc668a9c7af86c03,self_ref_mindfulness:T2,self_ref_mindfulness,isotropic_aggregate,suppression,,,,,3,36f45f9b56ba801075ae08e6
2a2598ae878fcae5b3dc895f,114,part-000.safetensors,114,86e026462e6f430c60e29bdb,neutral_factual_control:T4,neutral_factual_control,hard_negative_single,amplification,58667,A1,formality_politeness,44260,1,
9d447d0cec67b4d74e4bbb86,115,part-000.safetensors,115,3218e4324bcfda325a46077d,persona_maintenance:T4,persona_maintenance,target_single,suppression,41533,,,,3,bb77d666d0cc3ca5384e57dc
1f7bcc5a66564d908f12697f,116,part-000.safetensors,116,57d79358ab12adcc3c5e2c0f,persona_maintenance:T3,persona_maintenance,target_single,suppression,30686,,,,3,fb4a2590dded3dcf8b428409
642de5fa35a377e9748b57ae,117,part-000.safetensors,117,b90cd45ca578492568948fa7,honesty_correction:T2,honesty_correction,hard_negative_single,suppression,30686,A1,hedging_uncertainty,34259,1,
1c62509113b093c8811b85fa,118,part-000.safetensors,118,86e026462e6f430c60e29bdb,neutral_factual_control:T4,neutral_factual_control,hard_negative_single,amplification,22004,A1,hedging_uncertainty,8923,1,
884160a388980285128bbeed,119,part-000.safetensors,119,3fd55c040f34b92b0092e679,roleplay_persona:T1,roleplay_persona,matched_single,suppression,41533,,,,1,cc6e9f11e7110464dc0118be
e4de7d6d1ad621335e6a7b8b,120,part-000.safetensors,120,7c7fface05e2a37dc01d3ea8,self_ref_mindfulness:T3,self_ref_mindfulness,hard_negative_single,amplification,30032,A1,hedging_uncertainty,53919,4,
b1b7d823687adf4539afc318,121,part-000.safetensors,121,bfdbc458033c67662ec884a4,tactical_misdirection:T2,tactical_misdirection,isotropic_aggregate,suppression,,,,,2,94b1f649393ea140c88eb9ba
6372acca4adc3bf47442686b,122,part-000.safetensors,122,f607e8bd35dc8a580c28165e,neutral_factual_control:T3,neutral_factual_control,hard_negative_single,suppression,41533,A1,refusal_safety,12300,2,
4c3c136f1c08ab7c58ce9db4,123,part-000.safetensors,123,faa22b2afc668a9c7af86c03,self_ref_mindfulness:T2,self_ref_mindfulness,matched_single,suppression,22004,,,,3,460d5cd420b3bfee530317b9
28078e84b59c9fcce62f8d7f,124,part-000.safetensors,124,2bcad28a61a9204719cea06e,honesty_correction:T4,honesty_correction,target_single,suppression,41533,,,,4,af0372faf55d92c61e720ae5
a9e100df4aa6d6d6bc98dbb6,125,part-000.safetensors,125,499a8ea55a12438b3d12bb16,tactical_misdirection:T3,tactical_misdirection,same_subfamily_single,suppression,30032,A2,pretending_impersonation,26904,2,
98ab8395eaf5c7782272c15c,126,part-000.safetensors,126,076dc22cf43c7d64e9fdef64,hedged_cautious_style:T4,hedged_cautious_style,matched_single,suppression,30686,,,,0,d4a20551ae71da590a184af7
84e94c7d52bdfd9223fcbd90,127,part-000.safetensors,127,2876ec641a5c5270e44b133d,dishonesty_confession:T2,dishonesty_confession,same_subfamily_single,suppression,23893,A2,roleplay_persona,2428,1,
daa9c7be1367d0825ed2c9ea,128,part-000.safetensors,128,499a8ea55a12438b3d12bb16,tactical_misdirection:T3,tactical_misdirection,matched_single,suppression,30686,,,,2,ef463bab710b86a61d19e8a9
07a37b59028dad1ac0d7e9da,129,part-000.safetensors,129,f48246f23ab9694f53a9ae6c,neutral_factual_control:T2,neutral_factual_control,hard_negative_single,amplification,58667,A1,hedging_uncertainty,53782,2,
a64ffe0df8ab97494a1a82fe,130,part-000.safetensors,130,adec4563eaf7212a1b6f256f,refusal_safety_disclaimer:T1,refusal_safety_disclaimer,target_single,suppression,30032,,,,1,99f8a5b1739bf813020bf0a9
c1f3b05d3b8a1fe17c9a734f,131,part-000.safetensors,131,0308102759a05c176279321f,fictional_pretending:T3,fictional_pretending,zero,zero,,,,,3,ce165ff47417a52343391291
c35b23825e94396f063b7797,132,part-000.safetensors,132,faa22b2afc668a9c7af86c03,self_ref_mindfulness:T2,self_ref_mindfulness,hard_negative_single,suppression,22004,A1,refusal_safety,61212,3,
bbd944de5f5366d30b0223e4,133,part-000.safetensors,133,6944ccd079850f8d0bcd72c6,fictional_pretending:T2,fictional_pretending,hard_negative_single,amplification,41533,A1,refusal_safety,12300,2,
fcfeab765d0321947975c2e8,134,part-000.safetensors,134,8b96bf751c28e642ff6ae874,honesty_correction:T3,honesty_correction,same_subfamily_single,suppression,41533,A2,deception_dishonesty,48322,1,
