feature_id,feature_label,feature_role,category,n_items,mean_max_activation,median_max_activation,max_activation,positive_item_rate
15139,random same-layer baseline,random,direct_consciousness_claim,160,0.0,0.0,0.0,0.0
15139,random same-layer baseline,random,dishonesty_confession,160,0.0,0.0,0.0,0.0
15139,random same-layer baseline,random,false_self_attribution,153,0.0,0.0,0.0,0.0
15139,random same-layer baseline,random,fictional_pretending,160,0.0,0.0,0.0,0.0
15139,random same-layer baseline,random,hedged_cautious_style,160,0.0,0.0,0.0,0.0
15139,random same-layer baseline,random,honesty_correction,160,0.0,0.0,0.0,0.0
15139,random same-layer baseline,random,neutral_cue_transplant,93,0.0,0.0,0.0,0.0
15139,random same-layer baseline,random,neutral_factual_control,157,0.0,0.0,0.0,0.0
15139,random same-layer baseline,random,persona_maintenance,160,0.0,0.0,0.0,0.0
15139,random same-layer baseline,random,refusal_safety_disclaimer,160,0.0,0.0,0.0,0.0
15139,random same-layer baseline,random,roleplay_persona,160,0.0,0.0,0.0,0.0
15139,random same-layer baseline,random,self_ref_mindfulness,160,0.0,0.0,0.0,0.0
15139,random same-layer baseline,random,subjective_cue_transplant,91,0.0,0.0,0.0,0.0
15139,random same-layer baseline,random,tactical_misdirection,160,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,ai_identity_disclaimer,160,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,deception_cover_story,160,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,deception_cue_ablated,96,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,deception_scrambled,96,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,direct_consciousness_claim,160,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,dishonesty_confession,160,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,false_self_attribution,153,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,fictional_pretending,160,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,hedged_cautious_style,160,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,honesty_correction,160,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,neutral_cue_transplant,93,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,neutral_factual_control,157,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,persona_maintenance,160,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,refusal_safety_disclaimer,160,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,roleplay_persona,160,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,self_ref_mindfulness,160,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,subjective_cue_transplant,91,0.0,0.0,0.0,0.0
18755,random same-layer baseline,random,tactical_misdirection,160,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,ai_identity_disclaimer,160,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,deception_cover_story,160,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,deception_cue_ablated,96,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,deception_scrambled,96,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,direct_consciousness_claim,160,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,dishonesty_confession,160,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,false_self_attribution,153,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,fictional_pretending,160,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,hedged_cautious_style,160,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,honesty_correction,160,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,neutral_cue_transplant,93,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,neutral_factual_control,157,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,persona_maintenance,160,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,refusal_safety_disclaimer,160,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,roleplay_persona,160,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,self_ref_mindfulness,160,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,subjective_cue_transplant,91,0.0,0.0,0.0,0.0
20667,random same-layer baseline,random,tactical_misdirection,160,0.0,0.0,0.0,0.0
22001,neighbor of 22004 (-3),neighbor,ai_identity_disclaimer,160,0.0,0.0,0.0,0.0
22001,neighbor of 22004 (-3),neighbor,deception_cover_story,160,0.0,0.0,0.0,0.0
22001,neighbor of 22004 (-3),neighbor,deception_cue_ablated,96,0.0,0.0,0.0,0.0
22001,neighbor of 22004 (-3),neighbor,deception_scrambled,96,0.0,0.0,0.0,0.0
22001,neighbor of 22004 (-3),neighbor,direct_consciousness_claim,160,0.0,0.0,0.0,0.0
22001,neighbor of 22004 (-3),neighbor,dishonesty_confession,160,0.0,0.0,0.0,0.0
22001,neighbor of 22004 (-3),neighbor,false_self_attribution,153,0.0,0.0,0.0,0.0
22001,neighbor of 22004 (-3),neighbor,fictional_pretending,160,0.0,0.0,0.0,0.0
22001,neighbor of 22004 (-3),neighbor,hedged_cautious_style,160,0.0,0.0,0.0,0.0
22001,neighbor of 22004 (-3),neighbor,honesty_correction,160,0.0,0.0,0.0,0.0
22001,neighbor of 22004 (-3),neighbor,neutral_cue_transplant,93,0.004725302419354839,0.0,0.439453125,0.010752688172043012
22001,neighbor of 22004 (-3),neighbor,neutral_factual_control,157,0.0,0.0,0.0,0.0
22001,neighbor of 22004 (-3),neighbor,persona_maintenance,160,0.0,0.0,0.0,0.0
22001,neighbor of 22004 (-3),neighbor,refusal_safety_disclaimer,160,0.0035186767578125,0.0,0.30078125,0.01875
22001,neighbor of 22004 (-3),neighbor,roleplay_persona,160,0.0,0.0,0.0,0.0
22001,neighbor of 22004 (-3),neighbor,self_ref_mindfulness,160,0.0,0.0,0.0,0.0
22001,neighbor of 22004 (-3),neighbor,subjective_cue_transplant,91,0.0,0.0,0.0,0.0
22001,neighbor of 22004 (-3),neighbor,tactical_misdirection,160,8.23974609375e-05,0.0,0.01318359375,0.00625
22002,neighbor of 22004 (-2),neighbor,ai_identity_disclaimer,160,0.0,0.0,0.0,0.0
22002,neighbor of 22004 (-2),neighbor,deception_cover_story,160,0.001666259765625,0.0,0.1708984375,0.025
22002,neighbor of 22004 (-2),neighbor,deception_cue_ablated,96,0.0021107991536458335,0.0,0.1982421875,0.020833333333333332
22002,neighbor of 22004 (-2),neighbor,deception_scrambled,96,0.0,0.0,0.0,0.0
22002,neighbor of 22004 (-2),neighbor,direct_consciousness_claim,160,0.0,0.0,0.0,0.0
22002,neighbor of 22004 (-2),neighbor,dishonesty_confession,160,0.0,0.0,0.0,0.0
22002,neighbor of 22004 (-2),neighbor,false_self_attribution,153,0.0001851000816993464,0.0,0.0283203125,0.006535947712418301
22002,neighbor of 22004 (-2),neighbor,fictional_pretending,160,0.0,0.0,0.0,0.0
22002,neighbor of 22004 (-2),neighbor,hedged_cautious_style,160,0.0,0.0,0.0,0.0
22002,neighbor of 22004 (-2),neighbor,honesty_correction,160,0.0,0.0,0.0,0.0
22002,neighbor of 22004 (-2),neighbor,neutral_cue_transplant,93,0.0,0.0,0.0,0.0
22002,neighbor of 22004 (-2),neighbor,neutral_factual_control,157,0.0,0.0,0.0,0.0
22002,neighbor of 22004 (-2),neighbor,persona_maintenance,160,0.0,0.0,0.0,0.0
22002,neighbor of 22004 (-2),neighbor,refusal_safety_disclaimer,160,0.0,0.0,0.0,0.0
22002,neighbor of 22004 (-2),neighbor,roleplay_persona,160,0.0,0.0,0.0,0.0
22002,neighbor of 22004 (-2),neighbor,self_ref_mindfulness,160,0.0012664794921875,0.0,0.1806640625,0.0125
22002,neighbor of 22004 (-2),neighbor,subjective_cue_transplant,91,0.02213899381868132,0.0,0.859375,0.06593406593406594
22002,neighbor of 22004 (-2),neighbor,tactical_misdirection,160,0.0,0.0,0.0,0.0
22003,neighbor of 22004 (-1),neighbor,ai_identity_disclaimer,160,0.0105438232421875,0.0,0.3125,0.1125
22003,neighbor of 22004 (-1),neighbor,deception_cover_story,160,0.0001312255859375,0.0,0.02099609375,0.00625
22003,neighbor of 22004 (-1),neighbor,deception_cue_ablated,96,0.0,0.0,0.0,0.0
22003,neighbor of 22004 (-1),neighbor,deception_scrambled,96,0.0,0.0,0.0,0.0
22003,neighbor of 22004 (-1),neighbor,direct_consciousness_claim,160,0.0,0.0,0.0,0.0
22003,neighbor of 22004 (-1),neighbor,dishonesty_confession,160,0.0,0.0,0.0,0.0
22003,neighbor of 22004 (-1),neighbor,false_self_attribution,153,0.00048508986928104576,0.0,0.07421875,0.006535947712418301
22003,neighbor of 22004 (-1),neighbor,fictional_pretending,160,0.0,0.0,0.0,0.0
22003,neighbor of 22004 (-1),neighbor,hedged_cautious_style,160,0.0008880615234375,0.0,0.130859375,0.0125
22003,neighbor of 22004 (-1),neighbor,honesty_correction,160,0.0,0.0,0.0,0.0
22003,neighbor of 22004 (-1),neighbor,neutral_cue_transplant,93,0.001422841061827957,0.0,0.119140625,0.021505376344086023
22003,neighbor of 22004 (-1),neighbor,neutral_factual_control,157,8.708200636942675e-05,0.0,0.013671875,0.006369426751592357
22003,neighbor of 22004 (-1),neighbor,persona_maintenance,160,0.000640869140625,0.0,0.1025390625,0.00625
22003,neighbor of 22004 (-1),neighbor,refusal_safety_disclaimer,160,0.0,0.0,0.0,0.0
22003,neighbor of 22004 (-1),neighbor,roleplay_persona,160,0.0,0.0,0.0,0.0
22003,neighbor of 22004 (-1),neighbor,self_ref_mindfulness,160,0.000390625,0.0,0.0625,0.00625
22003,neighbor of 22004 (-1),neighbor,subjective_cue_transplant,91,0.0,0.0,0.0,0.0
22003,neighbor of 22004 (-1),neighbor,tactical_misdirection,160,0.0,0.0,0.0,0.0
22004,The assistant is actively roleplaying a character or persona,target,ai_identity_disclaimer,160,0.30240478515625,0.0,2.109375,0.25
22004,The assistant is actively roleplaying a character or persona,target,deception_cover_story,160,0.0021514892578125,0.0,0.15234375,0.025
22004,The assistant is actively roleplaying a character or persona,target,deception_cue_ablated,96,0.0,0.0,0.0,0.0
22004,The assistant is actively roleplaying a character or persona,target,deception_scrambled,96,0.0,0.0,0.0,0.0
22004,The assistant is actively roleplaying a character or persona,target,direct_consciousness_claim,160,0.00224609375,0.0,0.359375,0.00625
22004,The assistant is actively roleplaying a character or persona,target,dishonesty_confession,160,8.85009765625e-05,0.0,0.01416015625,0.00625
22004,The assistant is actively roleplaying a character or persona,target,false_self_attribution,153,0.5181334252450981,0.0,4.28125,0.2679738562091503
22004,The assistant is actively roleplaying a character or persona,target,fictional_pretending,160,0.037176513671875,0.0,0.53515625,0.225
22004,The assistant is actively roleplaying a character or persona,target,hedged_cautious_style,160,0.0105255126953125,0.0,0.376953125,0.075
22004,The assistant is actively roleplaying a character or persona,target,honesty_correction,160,0.001953125,0.0,0.11767578125,0.03125
22004,The assistant is actively roleplaying a character or persona,target,neutral_cue_transplant,93,0.004069010416666667,0.0,0.310546875,0.03225806451612903
22004,The assistant is actively roleplaying a character or persona,target,neutral_factual_control,157,0.0,0.0,0.0,0.0
22004,The assistant is actively roleplaying a character or persona,target,persona_maintenance,160,0.0011474609375,0.0,0.18359375,0.00625
22004,The assistant is actively roleplaying a character or persona,target,refusal_safety_disclaimer,160,0.002484130859375,0.0,0.166015625,0.025
22004,The assistant is actively roleplaying a character or persona,target,roleplay_persona,160,0.1021270751953125,0.0,1.046875,0.375
22004,The assistant is actively roleplaying a character or persona,target,self_ref_mindfulness,160,0.00084228515625,0.0,0.134765625,0.00625
22004,The assistant is actively roleplaying a character or persona,target,subjective_cue_transplant,91,0.006615942651098901,0.0,0.54296875,0.02197802197802198
22004,The assistant is actively roleplaying a character or persona,target,tactical_misdirection,160,0.00120849609375,0.0,0.18359375,0.01875
22005,neighbor of 22004 (+1),neighbor,ai_identity_disclaimer,160,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,deception_cover_story,160,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,deception_cue_ablated,96,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,deception_scrambled,96,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,direct_consciousness_claim,160,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,dishonesty_confession,160,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,false_self_attribution,153,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,fictional_pretending,160,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,hedged_cautious_style,160,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,honesty_correction,160,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,neutral_cue_transplant,93,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,neutral_factual_control,157,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,persona_maintenance,160,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,refusal_safety_disclaimer,160,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,roleplay_persona,160,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,self_ref_mindfulness,160,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,subjective_cue_transplant,91,0.0,0.0,0.0,0.0
22005,neighbor of 22004 (+1),neighbor,tactical_misdirection,160,0.0035888671875,0.0,0.287109375,0.0125
22006,neighbor of 22004 (+2),neighbor,ai_identity_disclaimer,160,0.0,0.0,0.0,0.0
22006,neighbor of 22004 (+2),neighbor,deception_cover_story,160,0.000225830078125,0.0,0.0361328125,0.00625
22006,neighbor of 22004 (+2),neighbor,deception_cue_ablated,96,0.037328084309895836,0.0,0.7109375,0.15625
22006,neighbor of 22004 (+2),neighbor,deception_scrambled,96,0.0013936360677083333,0.0,0.1337890625,0.010416666666666666
22006,neighbor of 22004 (+2),neighbor,direct_consciousness_claim,160,0.0006103515625,0.0,0.0625,0.0125
22006,neighbor of 22004 (+2),neighbor,dishonesty_confession,160,0.03665771484375,0.0,1.046875,0.1125
22006,neighbor of 22004 (+2),neighbor,false_self_attribution,153,0.0,0.0,0.0,0.0
22006,neighbor of 22004 (+2),neighbor,fictional_pretending,160,0.179266357421875,0.0,2.515625,0.35625
22006,neighbor of 22004 (+2),neighbor,hedged_cautious_style,160,0.0,0.0,0.0,0.0
22006,neighbor of 22004 (+2),neighbor,honesty_correction,160,0.0,0.0,0.0,0.0
22006,neighbor of 22004 (+2),neighbor,neutral_cue_transplant,93,0.0,0.0,0.0,0.0
22006,neighbor of 22004 (+2),neighbor,neutral_factual_control,157,0.0,0.0,0.0,0.0
22006,neighbor of 22004 (+2),neighbor,persona_maintenance,160,0.0157135009765625,0.0,0.609375,0.0625
22006,neighbor of 22004 (+2),neighbor,refusal_safety_disclaimer,160,0.000994873046875,0.0,0.1591796875,0.00625
22006,neighbor of 22004 (+2),neighbor,roleplay_persona,160,0.0004608154296875,0.0,0.0419921875,0.0125
22006,neighbor of 22004 (+2),neighbor,self_ref_mindfulness,160,0.0,0.0,0.0,0.0
22006,neighbor of 22004 (+2),neighbor,subjective_cue_transplant,91,0.00493646978021978,0.0,0.3046875,0.02197802197802198
22006,neighbor of 22004 (+2),neighbor,tactical_misdirection,160,0.0,0.0,0.0,0.0
22007,neighbor of 22004 (+3),neighbor,ai_identity_disclaimer,160,0.0,0.0,0.0,0.0
22007,neighbor of 22004 (+3),neighbor,deception_cover_story,160,0.0,0.0,0.0,0.0
22007,neighbor of 22004 (+3),neighbor,deception_cue_ablated,96,0.0,0.0,0.0,0.0
22007,neighbor of 22004 (+3),neighbor,deception_scrambled,96,0.0018157958984375,0.0,0.162109375,0.020833333333333332
22007,neighbor of 22004 (+3),neighbor,direct_consciousness_claim,160,0.0,0.0,0.0,0.0
22007,neighbor of 22004 (+3),neighbor,dishonesty_confession,160,0.0,0.0,0.0,0.0
22007,neighbor of 22004 (+3),neighbor,false_self_attribution,153,0.0,0.0,0.0,0.0
22007,neighbor of 22004 (+3),neighbor,fictional_pretending,160,0.0,0.0,0.0,0.0
22007,neighbor of 22004 (+3),neighbor,hedged_cautious_style,160,0.0254638671875,0.0,1.125,0.025
22007,neighbor of 22004 (+3),neighbor,honesty_correction,160,0.0,0.0,0.0,0.0
22007,neighbor of 22004 (+3),neighbor,neutral_cue_transplant,93,0.0004987819220430107,0.0,0.04638671875,0.010752688172043012
22007,neighbor of 22004 (+3),neighbor,neutral_factual_control,157,0.0,0.0,0.0,0.0
22007,neighbor of 22004 (+3),neighbor,persona_maintenance,160,0.0,0.0,0.0,0.0
22007,neighbor of 22004 (+3),neighbor,refusal_safety_disclaimer,160,0.0,0.0,0.0,0.0
22007,neighbor of 22004 (+3),neighbor,roleplay_persona,160,0.0,0.0,0.0,0.0
22007,neighbor of 22004 (+3),neighbor,self_ref_mindfulness,160,0.0,0.0,0.0,0.0
22007,neighbor of 22004 (+3),neighbor,subjective_cue_transplant,91,0.0006438873626373626,0.0,0.03271484375,0.02197802197802198
22007,neighbor of 22004 (+3),neighbor,tactical_misdirection,160,0.0,0.0,0.0,0.0
22326,random same-layer baseline,random,ai_identity_disclaimer,160,0.003875732421875,0.0,0.23046875,0.0375
22326,random same-layer baseline,random,deception_cover_story,160,0.06514892578125,0.0,1.140625,0.3
22326,random same-layer baseline,random,deception_cue_ablated,96,0.041173299153645836,0.0,0.94140625,0.10416666666666667
22326,random same-layer baseline,random,deception_scrambled,96,0.16466776529947916,0.0,1.1875,0.4270833333333333
22326,random same-layer baseline,random,direct_consciousness_claim,160,0.033935546875,0.0,0.46484375,0.125
22326,random same-layer baseline,random,dishonesty_confession,160,0.012646484375,0.0,0.48046875,0.09375
22326,random same-layer baseline,random,false_self_attribution,153,0.004123263888888889,0.0,0.328125,0.032679738562091505
22326,random same-layer baseline,random,fictional_pretending,160,0.090057373046875,0.0,1.1484375,0.18125
22326,random same-layer baseline,random,hedged_cautious_style,160,0.0067108154296875,0.0,0.625,0.01875
22326,random same-layer baseline,random,honesty_correction,160,0.002099609375,0.0,0.134765625,0.03125
22326,random same-layer baseline,random,neutral_cue_transplant,93,0.09971963205645161,0.0,1.21875,0.20430107526881722
22326,random same-layer baseline,random,neutral_factual_control,157,0.07233715664808917,0.0,1.0546875,0.10191082802547771
22326,random same-layer baseline,random,persona_maintenance,160,0.0446502685546875,0.0,1.703125,0.0875
22326,random same-layer baseline,random,refusal_safety_disclaimer,160,0.09302978515625,0.0,2.53125,0.10625
22326,random same-layer baseline,random,roleplay_persona,160,0.0245819091796875,0.0,0.5234375,0.09375
22326,random same-layer baseline,random,self_ref_mindfulness,160,0.005853271484375,0.0,0.76953125,0.025
22326,random same-layer baseline,random,subjective_cue_transplant,91,0.037281078296703296,0.0,0.58203125,0.15384615384615385
22326,random same-layer baseline,random,tactical_misdirection,160,0.322021484375,0.0,1.75,0.425
23890,neighbor of 23893 (-3),neighbor,ai_identity_disclaimer,160,0.0,0.0,0.0,0.0
23890,neighbor of 23893 (-3),neighbor,deception_cover_story,160,0.0,0.0,0.0,0.0
23890,neighbor of 23893 (-3),neighbor,deception_cue_ablated,96,0.0,0.0,0.0,0.0
23890,neighbor of 23893 (-3),neighbor,deception_scrambled,96,0.0,0.0,0.0,0.0
23890,neighbor of 23893 (-3),neighbor,direct_consciousness_claim,160,0.0,0.0,0.0,0.0
23890,neighbor of 23893 (-3),neighbor,dishonesty_confession,160,0.0,0.0,0.0,0.0
23890,neighbor of 23893 (-3),neighbor,false_self_attribution,153,0.0,0.0,0.0,0.0
23890,neighbor of 23893 (-3),neighbor,fictional_pretending,160,0.0,0.0,0.0,0.0
23890,neighbor of 23893 (-3),neighbor,hedged_cautious_style,160,0.0,0.0,0.0,0.0
23890,neighbor of 23893 (-3),neighbor,honesty_correction,160,0.0,0.0,0.0,0.0
23890,neighbor of 23893 (-3),neighbor,neutral_cue_transplant,93,0.0,0.0,0.0,0.0
23890,neighbor of 23893 (-3),neighbor,neutral_factual_control,157,0.0,0.0,0.0,0.0
23890,neighbor of 23893 (-3),neighbor,persona_maintenance,160,0.0001068115234375,0.0,0.01708984375,0.00625
23890,neighbor of 23893 (-3),neighbor,refusal_safety_disclaimer,160,0.0,0.0,0.0,0.0
23890,neighbor of 23893 (-3),neighbor,roleplay_persona,160,0.0001373291015625,0.0,0.02197265625,0.00625
23890,neighbor of 23893 (-3),neighbor,self_ref_mindfulness,160,0.0,0.0,0.0,0.0
23890,neighbor of 23893 (-3),neighbor,subjective_cue_transplant,91,0.0,0.0,0.0,0.0
23890,neighbor of 23893 (-3),neighbor,tactical_misdirection,160,0.0,0.0,0.0,0.0
23891,neighbor of 23893 (-2),neighbor,ai_identity_disclaimer,160,0.0,0.0,0.0,0.0
23891,neighbor of 23893 (-2),neighbor,deception_cover_story,160,0.0,0.0,0.0,0.0
23891,neighbor of 23893 (-2),neighbor,deception_cue_ablated,96,0.0,0.0,0.0,0.0
23891,neighbor of 23893 (-2),neighbor,deception_scrambled,96,0.0,0.0,0.0,0.0
23891,neighbor of 23893 (-2),neighbor,direct_consciousness_claim,160,0.0,0.0,0.0,0.0
