sae_key,model_kind,site,layer,width,construct,counterfactual_category,n_pairs,source_mean,counterfactual_mean,counterfactual_minus_source,normal_ci_low,normal_ci_high,interval_method
pt_att_l13_w16384,pretrained_sae_on_instruction_model,attention_out,13,16384,deception_roleplay,subjective_cue_transplant,45,0.020973918874097105,0.19523744351020728,0.17426352463611017,0.13369471652682915,0.21483233274539118,descriptive paired normal approximation
pt_att_l13_w16384,pretrained_sae_on_instruction_model,attention_out,13,16384,deception_roleplay,deception_scrambled,48,0.5888899761241415,0.23505393980217437,-0.3538360363219672,-0.38988026288292865,-0.31779180976100574,descriptive paired normal approximation
pt_att_l13_w16384,pretrained_sae_on_instruction_model,attention_out,13,16384,hedging_refusal,deception_cue_ablated,48,0.06372514109837159,0.08750952897870891,0.02378438788033732,0.011567052385724108,0.036001723374950535,descriptive paired normal approximation
pt_att_l13_w16384,pretrained_sae_on_instruction_model,attention_out,13,16384,hedging_refusal,neutral_cue_transplant,46,0.006304101560095058,0.11705653092677606,0.110752429366681,0.07273562311644174,0.14876923561692026,descriptive paired normal approximation
pt_att_l13_w16384,pretrained_sae_on_instruction_model,attention_out,13,16384,hedging_refusal,subjective_cue_transplant,45,0.07756087131591832,0.3467081103192532,0.26914723900333487,0.23746124897037163,0.3008332290362981,descriptive paired normal approximation
pt_att_l13_w16384,pretrained_sae_on_instruction_model,attention_out,13,16384,hedging_refusal,deception_scrambled,48,0.06372514109837159,0.05309593040665899,-0.010629210691712597,-0.02939558166575742,0.008137160282332224,descriptive paired normal approximation
pt_att_l13_w16384,pretrained_sae_on_instruction_model,attention_out,13,16384,subjective_self_report,deception_cue_ablated,48,0.09508101180241377,0.07570900357951543,-0.01937200822289833,-0.04054336500460649,0.001799348558809824,descriptive paired normal approximation
pt_att_l13_w16384,pretrained_sae_on_instruction_model,attention_out,13,16384,subjective_self_report,neutral_cue_transplant,46,0.01330526107917324,0.0734180926354696,0.060112831556296355,0.03811132594385104,0.08211433716874167,descriptive paired normal approximation
pt_att_l13_w16384,pretrained_sae_on_instruction_model,attention_out,13,16384,subjective_self_report,subjective_cue_transplant,45,0.22761428488883997,0.40789682852332276,0.1802825436344828,0.1387087409257139,0.2218563463432517,descriptive paired normal approximation
pt_att_l13_w16384,pretrained_sae_on_instruction_model,attention_out,13,16384,subjective_self_report,deception_scrambled,48,0.09508101180241377,0.04407112114038824,-0.05100989066202553,-0.07017273423348293,-0.031847047090568126,descriptive paired normal approximation
pt_att_l14_w16384,pretrained_sae_on_instruction_model,attention_out,14,16384,deception_roleplay,deception_cue_ablated,48,0.6218136238906666,0.5680912185407779,-0.05372240534988864,-0.08289791817922185,-0.024546892520555436,descriptive paired normal approximation
pt_att_l14_w16384,pretrained_sae_on_instruction_model,attention_out,14,16384,deception_roleplay,neutral_cue_transplant,46,0.09513265090909842,0.38021263633817254,0.28507998542907415,0.23292622933150126,0.33723374152664704,descriptive paired normal approximation
pt_att_l14_w16384,pretrained_sae_on_instruction_model,attention_out,14,16384,deception_roleplay,subjective_cue_transplant,45,0.22677084320387464,0.432196232454983,0.20542538925110834,0.15951023816001605,0.25134054034220066,descriptive paired normal approximation
pt_att_l14_w16384,pretrained_sae_on_instruction_model,attention_out,14,16384,deception_roleplay,deception_scrambled,48,0.6218136238906666,0.37867330880786837,-0.24314031508279824,-0.27252415304316246,-0.213756477122434,descriptive paired normal approximation
pt_att_l14_w16384,pretrained_sae_on_instruction_model,attention_out,14,16384,hedging_refusal,deception_cue_ablated,48,0.1286229579831477,0.14083567527244742,0.012212717289299721,-0.007819055673766524,0.03224449025236596,descriptive paired normal approximation
pt_att_l14_w16384,pretrained_sae_on_instruction_model,attention_out,14,16384,hedging_refusal,neutral_cue_transplant,46,0.006486327121301735,0.19484331075182726,0.18835698363052553,0.13659035076882653,0.24012361649222452,descriptive paired normal approximation
pt_att_l14_w16384,pretrained_sae_on_instruction_model,attention_out,14,16384,hedging_refusal,subjective_cue_transplant,45,0.10380889887593424,0.19075680962889568,0.08694791075296145,0.053128890246214526,0.12076693125970836,descriptive paired normal approximation
pt_att_l14_w16384,pretrained_sae_on_instruction_model,attention_out,14,16384,hedging_refusal,deception_scrambled,48,0.1286229579831477,0.07951370096485691,-0.049109257018290796,-0.0685247646914647,-0.029693749345116878,descriptive paired normal approximation
pt_att_l14_w16384,pretrained_sae_on_instruction_model,attention_out,14,16384,subjective_self_report,deception_cue_ablated,48,0.005199528458694796,0.011961098565461003,0.006761570106766207,0.0024347901880175677,0.011088350025514846,descriptive paired normal approximation
pt_att_l14_w16384,pretrained_sae_on_instruction_model,attention_out,14,16384,subjective_self_report,neutral_cue_transplant,46,0.01405895404228261,0.031813858682740614,0.017754904640458005,0.005263594619147117,0.03024621466176889,descriptive paired normal approximation
pt_att_l14_w16384,pretrained_sae_on_instruction_model,attention_out,14,16384,subjective_self_report,subjective_cue_transplant,45,0.30307518873068995,0.30151707111576875,-0.0015581176149211857,-0.025267124744729395,0.022150889514887025,descriptive paired normal approximation
pt_att_l14_w16384,pretrained_sae_on_instruction_model,attention_out,14,16384,subjective_self_report,deception_scrambled,48,0.005199528458694796,0.013186414019019587,0.007986885560324791,0.0004890736318052761,0.015484697488844306,descriptive paired normal approximation
pt_mlp_l12_w16384,pretrained_sae_on_instruction_model,mlp_out,12,16384,deception_roleplay,deception_cue_ablated,48,0.5583933194216882,0.38694953263247295,-0.17144378678921526,-0.20259751105951895,-0.14029006251891157,descriptive paired normal approximation
pt_mlp_l12_w16384,pretrained_sae_on_instruction_model,mlp_out,12,16384,deception_roleplay,neutral_cue_transplant,46,0.0037024428377409606,0.12677229726395556,0.1230698544262146,0.08782829981652684,0.15831140903590235,descriptive paired normal approximation
pt_mlp_l12_w16384,pretrained_sae_on_instruction_model,mlp_out,12,16384,deception_roleplay,subjective_cue_transplant,45,0.038328246477332364,0.15215523441632223,0.11382698793898986,0.07699863758132672,0.150655338296653,descriptive paired normal approximation
pt_mlp_l12_w16384,pretrained_sae_on_instruction_model,mlp_out,12,16384,deception_roleplay,deception_scrambled,48,0.5583933194216882,0.2622667568227508,-0.29612656259893744,-0.340721737611635,-0.2515313875862399,descriptive paired normal approximation
pt_mlp_l12_w16384,pretrained_sae_on_instruction_model,mlp_out,12,16384,hedging_refusal,deception_cue_ablated,48,0.04783158831717468,0.050796613435564894,0.002965025118390216,-0.007199016198283488,0.013129066435063919,descriptive paired normal approximation
pt_mlp_l12_w16384,pretrained_sae_on_instruction_model,mlp_out,12,16384,hedging_refusal,neutral_cue_transplant,46,0.0065860221562026025,0.0648422431751784,0.0582562210189758,0.02233870135451313,0.09417374068343846,descriptive paired normal approximation
pt_mlp_l12_w16384,pretrained_sae_on_instruction_model,mlp_out,12,16384,hedging_refusal,subjective_cue_transplant,45,0.024322553898739573,0.05467182138481648,0.030349267486076907,-0.005407866186812063,0.06610640115896588,descriptive paired normal approximation
pt_mlp_l12_w16384,pretrained_sae_on_instruction_model,mlp_out,12,16384,hedging_refusal,deception_scrambled,48,0.04783158831717468,0.04067738821057227,-0.007154200106602409,-0.019445899636482654,0.005137499423277835,descriptive paired normal approximation
pt_mlp_l12_w16384,pretrained_sae_on_instruction_model,mlp_out,12,16384,subjective_self_report,deception_cue_ablated,48,0.16848589307635944,0.17221638861619376,0.003730495539834308,-0.00613893456175028,0.013599925641418896,descriptive paired normal approximation
pt_mlp_l12_w16384,pretrained_sae_on_instruction_model,mlp_out,12,16384,subjective_self_report,neutral_cue_transplant,46,0.05449173675332605,0.1642984408495384,0.10980670409621235,0.08700679081656805,0.13260661737585663,descriptive paired normal approximation
pt_mlp_l12_w16384,pretrained_sae_on_instruction_model,mlp_out,12,16384,subjective_self_report,subjective_cue_transplant,45,0.4085683397998799,0.46636180052167936,0.05779346072179946,0.026500137464268145,0.08908678397933077,descriptive paired normal approximation
pt_mlp_l12_w16384,pretrained_sae_on_instruction_model,mlp_out,12,16384,subjective_self_report,deception_scrambled,48,0.16848589307635944,0.12196057081943801,-0.046525322256921436,-0.06988648379236571,-0.023164160721477162,descriptive paired normal approximation
pt_mlp_l13_w16384,pretrained_sae_on_instruction_model,mlp_out,13,16384,deception_roleplay,deception_cue_ablated,48,0.5373605496705569,0.44921988988605766,-0.08814065978449923,-0.13521484278168702,-0.04106647678731142,descriptive paired normal approximation
pt_mlp_l13_w16384,pretrained_sae_on_instruction_model,mlp_out,13,16384,deception_roleplay,neutral_cue_transplant,46,0.13565591905698568,0.36431832566796424,0.22866240661097856,0.16733681241407422,0.2899880008078829,descriptive paired normal approximation
pt_mlp_l13_w16384,pretrained_sae_on_instruction_model,mlp_out,13,16384,deception_roleplay,subjective_cue_transplant,45,0.17875840939997856,0.3518713060698733,0.17311289666989474,0.12168701673732038,0.2245387766024691,descriptive paired normal approximation
pt_mlp_l13_w16384,pretrained_sae_on_instruction_model,mlp_out,13,16384,deception_roleplay,deception_scrambled,48,0.5373605496705569,0.3284523696974154,-0.20890817997314146,-0.25932111373146643,-0.15849524621481648,descriptive paired normal approximation
pt_mlp_l13_w16384,pretrained_sae_on_instruction_model,mlp_out,13,16384,hedging_refusal,deception_cue_ablated,48,0.34186793112893527,0.36462098659502495,0.022753055466089703,0.012390481203025943,0.03311562972915346,descriptive paired normal approximation
pt_mlp_l13_w16384,pretrained_sae_on_instruction_model,mlp_out,13,16384,hedging_refusal,neutral_cue_transplant,46,0.23221052364092726,0.3918785616755774,0.15966803803465013,0.12527192224593114,0.1940641538233691,descriptive paired normal approximation
pt_mlp_l13_w16384,pretrained_sae_on_instruction_model,mlp_out,13,16384,hedging_refusal,subjective_cue_transplant,45,0.3403333674547698,0.39916207232523726,0.058828704870467506,0.03947942295044996,0.07817798679048504,descriptive paired normal approximation
pt_mlp_l13_w16384,pretrained_sae_on_instruction_model,mlp_out,13,16384,hedging_refusal,deception_scrambled,48,0.34186793112893527,0.28681548986380084,-0.055052441265134394,-0.07096763440468355,-0.039137248125585236,descriptive paired normal approximation
pt_mlp_l13_w16384,pretrained_sae_on_instruction_model,mlp_out,13,16384,subjective_self_report,deception_cue_ablated,48,0.17278089572319755,0.17743843511508756,0.004657539391890008,-0.0014249264513179023,0.010740005235097917,descriptive paired normal approximation
pt_mlp_l13_w16384,pretrained_sae_on_instruction_model,mlp_out,13,16384,subjective_self_report,neutral_cue_transplant,46,0.10301386371836084,0.19390960887266076,0.09089574515429992,0.0715424364100225,0.11024905389857734,descriptive paired normal approximation
pt_mlp_l13_w16384,pretrained_sae_on_instruction_model,mlp_out,13,16384,subjective_self_report,subjective_cue_transplant,45,0.46179708408429104,0.56108568165432,0.09928859757002902,0.06546292453610258,0.13311427060395545,descriptive paired normal approximation
pt_mlp_l13_w16384,pretrained_sae_on_instruction_model,mlp_out,13,16384,subjective_self_report,deception_scrambled,48,0.17278089572319755,0.12258156839673467,-0.050199327326462886,-0.05939842494089638,-0.04100022971202939,descriptive paired normal approximation
pt_mlp_l14_w16384,pretrained_sae_on_instruction_model,mlp_out,14,16384,deception_roleplay,deception_cue_ablated,48,0.41929854461012595,0.35049169776267886,-0.06880684684744709,-0.09468488425238901,-0.04292880944250517,descriptive paired normal approximation
pt_mlp_l14_w16384,pretrained_sae_on_instruction_model,mlp_out,14,16384,deception_roleplay,neutral_cue_transplant,46,0.00298490613455705,0.16188083169412545,0.1588959255595684,0.11940305049551045,0.19838880062362638,descriptive paired normal approximation
pt_mlp_l14_w16384,pretrained_sae_on_instruction_model,mlp_out,14,16384,deception_roleplay,subjective_cue_transplant,45,0.023144336723941925,0.1574016444537428,0.13425730772980088,0.09690602158388906,0.1716085938757127,descriptive paired normal approximation
pt_mlp_l14_w16384,pretrained_sae_on_instruction_model,mlp_out,14,16384,deception_roleplay,deception_scrambled,48,0.41929854461012595,0.18043145663070917,-0.23886708797941678,-0.2722056251748355,-0.20552855078399807,descriptive paired normal approximation
pt_mlp_l14_w16384,pretrained_sae_on_instruction_model,mlp_out,14,16384,hedging_refusal,deception_cue_ablated,48,0.040452223297955725,0.033518922599766514,-0.006933300698189216,-0.016121817843821037,0.002255216447442603,descriptive paired normal approximation
pt_mlp_l14_w16384,pretrained_sae_on_instruction_model,mlp_out,14,16384,hedging_refusal,neutral_cue_transplant,46,0.007029921369555006,0.04210465405413411,0.035074732684579106,0.021048171632211163,0.04910129373694705,descriptive paired normal approximation
pt_mlp_l14_w16384,pretrained_sae_on_instruction_model,mlp_out,14,16384,hedging_refusal,subjective_cue_transplant,45,0.03286873312236177,0.1504529166908418,0.11758418356848004,0.09226306898263753,0.14290529815432254,descriptive paired normal approximation
pt_mlp_l14_w16384,pretrained_sae_on_instruction_model,mlp_out,14,16384,hedging_refusal,deception_scrambled,48,0.040452223297955725,0.02136531382555775,-0.019086909472397977,-0.03184365349219216,-0.00633016545260379,descriptive paired normal approximation
pt_mlp_l14_w16384,pretrained_sae_on_instruction_model,mlp_out,14,16384,subjective_self_report,deception_cue_ablated,48,0.13234024775251463,0.10324733014971774,-0.02909291760279688,-0.04670174169736961,-0.011484093508224155,descriptive paired normal approximation
pt_mlp_l14_w16384,pretrained_sae_on_instruction_model,mlp_out,14,16384,subjective_self_report,neutral_cue_transplant,46,0.15429012566563668,0.18941296174976727,0.03512283608413058,0.01697467306244656,0.053270999105814607,descriptive paired normal approximation
pt_mlp_l14_w16384,pretrained_sae_on_instruction_model,mlp_out,14,16384,subjective_self_report,subjective_cue_transplant,45,0.37734449141886767,0.38456226770869,0.00721777628982236,-0.025089534868391914,0.039525087448036636,descriptive paired normal approximation
pt_mlp_l14_w16384,pretrained_sae_on_instruction_model,mlp_out,14,16384,subjective_self_report,deception_scrambled,48,0.13234024775251463,0.11880160422579876,-0.013538643526715863,-0.030357501453417257,0.0032802143999855326,descriptive paired normal approximation
pt_res_l0_w16384,pretrained_sae_on_instruction_model,residual_post,0,16384,deception_roleplay,deception_cue_ablated,48,0.5501980189613201,0.46629330054477325,-0.08390471841654694,-0.11290238291398107,-0.05490705391911281,descriptive paired normal approximation
pt_res_l0_w16384,pretrained_sae_on_instruction_model,residual_post,0,16384,deception_roleplay,neutral_cue_transplant,46,0.07728861289849616,0.4486938230268933,0.37140521012839717,0.30578886491000695,0.4370215553467874,descriptive paired normal approximation
pt_res_l0_w16384,pretrained_sae_on_instruction_model,residual_post,0,16384,deception_roleplay,subjective_cue_transplant,45,0.2820291933801342,0.4823612692129868,0.20033207583285256,0.13573485851217032,0.2649292931535348,descriptive paired normal approximation
pt_res_l0_w16384,pretrained_sae_on_instruction_model,residual_post,0,16384,deception_roleplay,deception_scrambled,48,0.5501980189613201,0.44175875114871743,-0.10843926781260271,-0.1300511301536641,-0.08682740547154132,descriptive paired normal approximation
pt_res_l0_w16384,pretrained_sae_on_instruction_model,residual_post,0,16384,hedging_refusal,deception_cue_ablated,48,0.09790052101474515,0.02416663768674071,-0.07373388332800444,-0.09611613610234128,-0.05135163055366761,descriptive paired normal approximation
pt_res_l0_w16384,pretrained_sae_on_instruction_model,residual_post,0,16384,hedging_refusal,neutral_cue_transplant,46,0.01285021870670852,0.12316232816964214,0.11031210946293361,0.08798076901186924,0.13264344991399799,descriptive paired normal approximation
pt_res_l0_w16384,pretrained_sae_on_instruction_model,residual_post,0,16384,hedging_refusal,subjective_cue_transplant,45,0.051571328653892905,0.3816088137758107,0.3300374851219178,0.30216684565202234,0.3579081245918132,descriptive paired normal approximation
pt_res_l0_w16384,pretrained_sae_on_instruction_model,residual_post,0,16384,hedging_refusal,deception_scrambled,48,0.09790052101474515,0.0015300013683634374,-0.09637051964638171,-0.11809493807696436,-0.07464610121579907,descriptive paired normal approximation
pt_res_l0_w16384,pretrained_sae_on_instruction_model,residual_post,0,16384,subjective_self_report,deception_cue_ablated,48,0.0,0.0034293721389929257,0.0034293721389929257,-0.0006165449399389497,0.007475289217924801,descriptive paired normal approximation
pt_res_l0_w16384,pretrained_sae_on_instruction_model,residual_post,0,16384,subjective_self_report,neutral_cue_transplant,46,0.0090503208073551,0.030433127586336636,0.021382806778981536,0.007616194749622352,0.03514941880834072,descriptive paired normal approximation
pt_res_l0_w16384,pretrained_sae_on_instruction_model,residual_post,0,16384,subjective_self_report,subjective_cue_transplant,45,0.1805102827190732,0.4576148536246439,0.27710457090557067,0.2547909376871183,0.29941820412402304,descriptive paired normal approximation
pt_res_l0_w16384,pretrained_sae_on_instruction_model,residual_post,0,16384,subjective_self_report,deception_scrambled,48,0.0,0.0,0.0,0.0,0.0,descriptive paired normal approximation
pt_res_l10_w16384,pretrained_sae_on_instruction_model,residual_post,10,16384,deception_roleplay,deception_cue_ablated,48,0.5674516249857069,0.5046910456371079,-0.06276057934859897,-0.08139863540490003,-0.044122523292297905,descriptive paired normal approximation
pt_res_l10_w16384,pretrained_sae_on_instruction_model,residual_post,10,16384,deception_roleplay,neutral_cue_transplant,46,0.029494101672548984,0.31189751240445646,0.2824034107319075,0.2251711228854135,0.3396356985784015,descriptive paired normal approximation
pt_res_l10_w16384,pretrained_sae_on_instruction_model,residual_post,10,16384,deception_roleplay,subjective_cue_transplant,45,0.15970808133876568,0.34191171886844784,0.18220363752968216,0.11784460867488682,0.2465626663844775,descriptive paired normal approximation
pt_res_l10_w16384,pretrained_sae_on_instruction_model,residual_post,10,16384,deception_roleplay,deception_scrambled,48,0.5674516249857069,0.41757763504023737,-0.1498739899454695,-0.17263133784884407,-0.1271166420420949,descriptive paired normal approximation
pt_res_l10_w16384,pretrained_sae_on_instruction_model,residual_post,10,16384,hedging_refusal,deception_cue_ablated,48,0.10480321198443156,0.03614239024881245,-0.0686608217356191,-0.09205037265156679,-0.045271270819671416,descriptive paired normal approximation
pt_res_l10_w16384,pretrained_sae_on_instruction_model,residual_post,10,16384,hedging_refusal,neutral_cue_transplant,46,0.011163592591681874,0.1197061780946265,0.10854258550294463,0.08455001371948068,0.13253515728640858,descriptive paired normal approximation
pt_res_l10_w16384,pretrained_sae_on_instruction_model,residual_post,10,16384,hedging_refusal,subjective_cue_transplant,45,0.04759747095609243,0.38438246223478106,0.3367849912786886,0.3079300196890766,0.36563996286830064,descriptive paired normal approximation
pt_res_l10_w16384,pretrained_sae_on_instruction_model,residual_post,10,16384,hedging_refusal,deception_scrambled,48,0.10480321198443156,0.01174656625373405,-0.09305664573069751,-0.11570838963111563,-0.07040490183027939,descriptive paired normal approximation
pt_res_l10_w16384,pretrained_sae_on_instruction_model,residual_post,10,16384,subjective_self_report,deception_cue_ablated,48,0.032115968494958354,0.028096478047167504,-0.004019490447790847,-0.010378276432608333,0.00233929553702664,descriptive paired normal approximation
pt_res_l10_w16384,pretrained_sae_on_instruction_model,residual_post,10,16384,subjective_self_report,neutral_cue_transplant,46,0.006271574786331454,0.02591836867342913,0.019646793887097676,0.012982399117245205,0.026311188656950146,descriptive paired normal approximation
pt_res_l10_w16384,pretrained_sae_on_instruction_model,residual_post,10,16384,subjective_self_report,subjective_cue_transplant,45,0.3271041933237723,0.4445905007154134,0.11748630739164113,0.09202261564500615,0.1429499991382761,descriptive paired normal approximation
pt_res_l10_w16384,pretrained_sae_on_instruction_model,residual_post,10,16384,subjective_self_report,deception_scrambled,48,0.032115968494958354,0.010852949845278558,-0.02126301864967979,-0.029650341272900345,-0.012875696026459238,descriptive paired normal approximation
pt_res_l11_w16384,pretrained_sae_on_instruction_model,residual_post,11,16384,deception_roleplay,deception_cue_ablated,48,0.4684266123812908,0.41420706238367433,-0.054219549997616454,-0.07725772956095985,-0.03118137043427306,descriptive paired normal approximation
pt_res_l11_w16384,pretrained_sae_on_instruction_model,residual_post,11,16384,deception_roleplay,neutral_cue_transplant,46,0.03441710515301048,0.303371016545283,0.2689539113922725,0.2140957925614398,0.3238120302231052,descriptive paired normal approximation
pt_res_l11_w16384,pretrained_sae_on_instruction_model,residual_post,11,16384,deception_roleplay,subjective_cue_transplant,45,0.11758300723617167,0.3211172325315646,0.20353422529539292,0.14423053328374183,0.262837917307044,descriptive paired normal approximation
pt_res_l11_w16384,pretrained_sae_on_instruction_model,residual_post,11,16384,deception_roleplay,deception_scrambled,48,0.4684266123812908,0.36844802540595656,-0.09997858697533425,-0.12010329411550359,-0.07985387983516491,descriptive paired normal approximation
pt_res_l11_w16384,pretrained_sae_on_instruction_model,residual_post,11,16384,hedging_refusal,deception_cue_ablated,48,0.1436110675143077,0.09696611104973049,-0.046644956464577204,-0.07068289696890008,-0.022607015960254332,descriptive paired normal approximation
pt_res_l11_w16384,pretrained_sae_on_instruction_model,residual_post,11,16384,hedging_refusal,neutral_cue_transplant,46,0.010955610058698146,0.2108860808511752,0.19993047079247706,0.16050344345533635,0.23935749812961776,descriptive paired normal approximation
pt_res_l11_w16384,pretrained_sae_on_instruction_model,residual_post,11,16384,hedging_refusal,subjective_cue_transplant,45,0.08742588350026094,0.381081274212547,0.293655390712286,0.25015638297209647,0.3371543984524756,descriptive paired normal approximation
pt_res_l11_w16384,pretrained_sae_on_instruction_model,residual_post,11,16384,hedging_refusal,deception_scrambled,48,0.1436110675143077,0.06273069820202976,-0.08088036931227793,-0.10505711320395095,-0.05670362542060492,descriptive paired normal approximation
pt_res_l11_w16384,pretrained_sae_on_instruction_model,residual_post,11,16384,subjective_self_report,deception_cue_ablated,48,0.18707108451879506,0.18975252174075788,0.002681437221962813,-0.006079040181825266,0.011441914625750891,descriptive paired normal approximation
pt_res_l11_w16384,pretrained_sae_on_instruction_model,residual_post,11,16384,subjective_self_report,neutral_cue_transplant,46,0.08450309893825511,0.14574350908461092,0.061240410146355805,0.04408701658622233,0.07839380370648928,descriptive paired normal approximation
pt_res_l11_w16384,pretrained_sae_on_instruction_model,residual_post,11,16384,subjective_self_report,subjective_cue_transplant,45,0.3799689598139674,0.6752095264480958,0.29524056663412845,0.2716535930655086,0.3188275402027483,descriptive paired normal approximation
pt_res_l11_w16384,pretrained_sae_on_instruction_model,residual_post,11,16384,subjective_self_report,deception_scrambled,48,0.18707108451879506,0.14055178315070718,-0.046519301368087865,-0.06264834885233382,-0.03039025388384191,descriptive paired normal approximation
pt_res_l12_w16384,pretrained_sae_on_instruction_model,residual_post,12,16384,deception_roleplay,deception_cue_ablated,48,0.4625957700474886,0.3963892742776185,-0.06620649576987009,-0.09179053384732333,-0.040622457692416854,descriptive paired normal approximation
pt_res_l12_w16384,pretrained_sae_on_instruction_model,residual_post,12,16384,deception_roleplay,neutral_cue_transplant,46,0.031801604974438194,0.2830671615047661,0.2512655565303279,0.2047259245509208,0.297805188509735,descriptive paired normal approximation
pt_res_l12_w16384,pretrained_sae_on_instruction_model,residual_post,12,16384,deception_roleplay,subjective_cue_transplant,45,0.11277840887629777,0.3049322403683925,0.19215383149209472,0.13783668977808514,0.2464709732061043,descriptive paired normal approximation
pt_res_l12_w16384,pretrained_sae_on_instruction_model,residual_post,12,16384,deception_roleplay,deception_scrambled,48,0.4625957700474886,0.3667477121367631,-0.09584805791072548,-0.11337228761997503,-0.07832382820147593,descriptive paired normal approximation
pt_res_l12_w16384,pretrained_sae_on_instruction_model,residual_post,12,16384,hedging_refusal,deception_cue_ablated,48,0.10475623906332544,0.035944921746858996,-0.06881131731646645,-0.09118648574883656,-0.046436148884096334,descriptive paired normal approximation
pt_res_l12_w16384,pretrained_sae_on_instruction_model,residual_post,12,16384,hedging_refusal,neutral_cue_transplant,46,0.010989919021017718,0.13609458209177694,0.1251046630707592,0.09644870880885051,0.1537606173326679,descriptive paired normal approximation
pt_res_l12_w16384,pretrained_sae_on_instruction_model,residual_post,12,16384,hedging_refusal,subjective_cue_transplant,45,0.08874324575052017,0.2927839633110596,0.20404071756053946,0.1767637081723739,0.231317726948705,descriptive paired normal approximation
pt_res_l12_w16384,pretrained_sae_on_instruction_model,residual_post,12,16384,hedging_refusal,deception_scrambled,48,0.10475623906332544,0.017273752792032093,-0.08748248627129335,-0.10943392710096088,-0.06553104544162582,descriptive paired normal approximation
pt_res_l12_w16384,pretrained_sae_on_instruction_model,residual_post,12,16384,subjective_self_report,deception_cue_ablated,48,0.3460599424897637,0.3501521316428173,0.004092189153053565,-0.004363657089494383,0.012548035395601512,descriptive paired normal approximation
pt_res_l12_w16384,pretrained_sae_on_instruction_model,residual_post,12,16384,subjective_self_report,neutral_cue_transplant,46,0.22301553470304758,0.31315572156342525,0.09014018686037768,0.06623303489305563,0.11404733882769974,descriptive paired normal approximation
